Correlation mean	Correlation std. dev.	Gene ID	Gene systematic name	Gene common name
0.0927	0.0223	5053	YOL004W	SIN3
0.0926	0.0318	5211	YOL163W	YOL163W
0.0925	0.0240	6059	YPR173C	VPS4
0.0925	0.0206	19	YAL021C	CCR4
0.0924	0.0348	846	YER117W	RPL23B
0.0923	0.0362	4993	YNR021W	YNR021W
0.0923	0.0257	2844	YGL163C	RAD54
0.0922	0.0296	4049	YLR358C	YLR358C
0.0922	0.0252	5401	YOR189W	IES4
0.0922	0.0224	2155	YDR028C	REG1
0.0921	0.0299	3771	YLR082C	SRL2
0.0921	0.0244	98	YBL010C	LAA2
0.0920	0.0345	2460	YDR333C	RQC1
0.0919	0.0241	3917	YLR228C	ECM22
0.0918	0.0249	1751	YFL044C	OTU1
0.0918	0.0268	3185	YGR240C	PFK1
0.0917	0.0243	2849	YGL168W	HUR1
0.0916	0.0262	4075	YLR384C	IKI3
0.0916	0.0374	5222	YOR008C	SLG1
0.0916	0.0383	3032	YGR087C	PDC6
0.0911	0.0242	3365	YJL124C	LSM1
0.0911	0.0310	1495	YKL097C	YKL097C
0.0909	0.0339	5413	YOR201C	MRM1
0.0908	0.0326	3567	YJR105W	ADO1
0.0908	0.0357	6002	YPR116W	RRG8
0.0907	0.0340	705	YEL050C	RML2
0.0907	0.0238	4163	YML006C	GIS4
0.0905	0.0340	954	YHL037C	YHL037C
0.0904	0.0247	3001	YGR056W	RSC1
0.0904	0.0308	5389	YOR177C	MPC54
0.0903	0.0213	4158	YML001W	YPT7
0.0902	0.0193	4281	YML119W	YML119W
0.0902	0.0352	5098	YOL049W	GSH2
0.0901	0.0307	6018	YPR132W	RPS23B
0.0900	0.0275	634	YCR086W	CSM1
0.0900	0.0314	2301	YDR175C	RSM24
0.0899	0.0216	5819	YPL213W	LEA1
0.0897	0.0337	26	YAL028W	FRT2
0.0897	0.0315	5567	YOR355W	GDS1
0.0895	0.0339	322	YBR128C	ATG14
0.0895	0.0292	3650	YLL028W	TPO1
0.0895	0.0342	5892	YPR005C	HAL1
0.0894	0.0287	1925	YDL047W	SIT4
0.0894	0.0319	672	YEL017W	GTT3
0.0894	0.0249	2559	YDR432W	NPL3
0.0891	0.0345	3556	YJR094W-A	RPL43B
0.0890	0.0309	2158	YDR031W	MIX14
0.0889	0.0264	4166	YML009C	MRPL39
0.0888	0.0377	1536	YKL138C	MRPL31
0.0888	0.0311	5513	YOR302W	YOR302W
0.0887	0.0294	3701	YLR012C	YLR012C
0.0887	0.0267	5251	YOR038C	HIR2
0.0887	0.0308	4584	YMR282C	AEP2
0.0886	0.0267	2028	YDL149W	ATG9
0.0886	0.0233	1161	YHR193C	EGD2
0.0886	0.0346	4129	YLR439W	MRPL4
0.0885	0.0237	1805	YFR013W	IOC3
0.0885	0.0360	5667	YPL061W	ALD6
0.0884	0.0327	3742	YLR053C	YLR053C
0.0884	0.0301	4762	YNL129W	NRK1
0.0883	0.0385	4174	YML014W	TRM9
0.0882	0.0294	1001	YHR034C	PIH1
0.0880	0.0312	343	YBR149W	ARA1
0.0879	0.0329	231	YBR035C	PDX3
0.0878	0.0302	4904	YNL271C	BNI1
0.0877	0.0317	1293	YIL108W	YIL108W
0.0876	0.0333	2732	YGL051W	MST27
0.0874	0.0259	923	YHL006C	SHU1
0.0872	0.0243	4597	YMR294W	JNM1
0.0872	0.0285	4842	YNL209W	SSB2
0.0871	0.0326	4532	YMR230W	RPS10B
0.0871	0.0335	159	YBL071C	YBL071C
0.0869	0.0277	6071	YPR185W	ATG13
0.0868	0.0296	637	YCR089W	FIG2
0.0867	0.0246	2741	YGL060W	YBP2
0.0867	0.0307	2080	YDL201W	TRM8
0.0867	0.0310	4485	YMR184W	ADD37
0.0866	0.0242	332	YBR138C	YBR138C
0.0865	0.0327	5697	YPL091W	GLR1
0.0864	0.0386	378	YBR184W	YBR184W
0.0864	0.0323	5503	YOR292C	YOR292C
0.0864	0.0226	6095	YIL009C-A	EST3
0.0863	0.0219	3881	YLR192C	HCR1
0.0863	0.0314	4238	YML080W	DUS1
0.0862	0.0340	1299	YIL114C	POR2
0.0862	0.0327	1461	YKL063C	YKL063C
0.0861	0.0333	2231	YDR104C	SPO71
0.0860	0.0317	2094	YDL215C	GDH2
0.0860	0.0331	3736	YLR047C	FRE8
0.0859	0.0307	3430	YJL189W	RPL39
0.0859	0.0342	5433	YOR221C	MCT1
0.0859	0.0329	4431	YMR135C	GID8
0.0858	0.0334	544	YCL058C	FYV5
0.0857	0.0315	716	YEL061C	CIN8
0.0857	0.0339	5196	YOL147C	PEX11
0.0857	0.0361	2745	YGL064C	MRH4
0.0856	0.0326	2504	YDR377W	ATP17
0.0856	0.0380	5082	YOL033W	MSE1
0.0855	0.0319	3685	YLL063C	AYT1
0.0851	0.0255	1528	YKL130C	SHE2
0.0850	0.0235	13	YAL015C	NTG1
0.0849	0.0246	4730	YNL097C	PHO23
0.0849	0.0224	4740	YNL107W	YAF9
0.0849	0.0339	808	YER077C	MRX1
0.0849	0.0427	2401	YDR274C	YDR274C
0.0849	0.0341	1445	YKL047W	ANR2
0.0848	0.0239	3015	YGR070W	ROM1
0.0847	0.0329	5867	YPL261C	YPL261C
0.0847	0.0325	4790	YNL157W	IGO1
0.0846	0.0384	2568	YDR441C	APT2
0.0846	0.0341	3029	YGR084C	MRP13
0.0845	0.0216	1439	YKL041W	VPS24
0.0845	0.0328	4426	YMR130W	DPI35
0.0845	0.0364	712	YEL057C	SDD1
0.0844	0.0327	1024	YHR057C	CPR2
0.0842	0.0261	3920	YLR231C	BNA5
0.0842	0.0340	3769	YLR080W	EMP46
0.0842	0.0304	669	YEL014C	YEL014C
0.0842	0.0342	4252	YML094W	GIM5
0.0841	0.0300	5851	YPL245W	YPL245W
0.0841	0.0261	4715	YNL082W	PMS1
0.0840	0.0327	703	YEL048C	TCA17
0.0840	0.0302	2423	YDR296W	MHR1
0.0840	0.0239	4666	YNL032W	SIW14
0.0840	0.0253	1269	YIL084C	SDS3
0.0840	0.0374	1527	YKL129C	MYO3
0.0839	0.0315	1147	YHR179W	OYE2
0.0838	0.0246	3774	YLR085C	ARP6
0.0837	0.0320	1067	YHR100C	GEP4
0.0836	0.0275	1347	YIL162W	SUC2
0.0836	0.0236	4690	YNL056W	OCA2
0.0835	0.0268	946	YHL029C	OCA5
0.0835	0.0317	3896	YLR207W	HRD3
0.0834	0.0223	1507	YKL109W	HAP4
0.0834	0.0329	6407	YML100W-A	YML100W-A
0.0833	0.0249	3602	YJR140C	HIR3
0.0833	0.0243	519	YCL032W	STE50
0.0833	0.0373	5438	YOR226C	ISU2
0.0833	0.0360	3250	YJL003W	COX16
0.0833	0.0329	1666	YKR046C	PLN1
0.0832	0.0327	367	YBR173C	UMP1
0.0832	0.0336	955	YHL038C	CBP2
0.0831	0.0328	5272	YOR059C	LPL1
0.0831	0.0238	4701	YNL068C	FKH2
0.0829	0.0361	2588	YDR461W	MFA1
0.0828	0.0222	3286	YJL043W	YJL043W
0.0828	0.0254	6079	YPR193C	HPA2
0.0827	0.0333	1858	YER087C-B	SBH1
0.0827	0.0309	1498	YKL100C	YPF1
0.0825	0.0331	2345	YDR218C	SPR28
0.0825	0.0262	2299	YDR173C	ARG82
0.0825	0.0210	577	YCR020C-A	MAK31
0.0824	0.0235	4549	YMR246W	FAA4
0.0823	0.0254	474	YBR280C	SAF1
0.0822	0.0253	4401	YMR106C	YKU80
0.0821	0.0226	2777	YGL096W	TOS8
0.0821	0.0262	5166	YOL117W	RRI2
0.0821	0.0322	2182	YDR055W	PST1
0.0821	0.0358	4293	YML131W	YML131W
0.0820	0.0246	5356	YOR144C	ELG1
0.0819	0.0271	5632	YPL026C	SKS1
0.0818	0.0307	3781	YLR092W	SUL2
0.0818	0.0274	3747	YLR058C	SHM2
0.0818	0.0257	849	YER120W	SCS2
0.0817	0.0255	5113	YOL063C	CRT10
0.0817	0.0337	4035	YLR344W	RPL26A
0.0816	0.0310	1705	YKR085C	MRPL20
0.0815	0.0258	5894	YPR007C	REC8
0.0814	0.0352	3087	YGR142W	BTN2
0.0814	0.0344	2255	YDR128W	MTC5
0.0813	0.0251	4193	YML034W	SRC1
0.0811	0.0382	4628	YMR320W	YMR320W
0.0810	0.0295	2660	YDR534C	FIT1
0.0809	0.0247	4709	YNL076W	MKS1
0.0808	0.0231	1677	YKR057W	RPS21A
0.0808	0.0249	3378	YJL137C	GLG2
0.0807	0.0333	61	YAL067C	SEO1
0.0806	0.0276	3506	YJR044C	VPS55
0.0805	0.0241	4511	YMR209C	YMR209C
0.0805	0.0235	1258	YIL071C	PCI8
0.0805	0.0344	4723	YNL090W	RHO2
0.0804	0.0323	2152	YDR025W	RPS11A
0.0803	0.0330	4679	YNL045W	LAP2
0.0803	0.0321	4493	YMR192W	GYL1
0.0801	0.0232	1719	YKR099W	BAS1
0.0801	0.0253	4219	YML061C	PIF1
0.0800	0.0313	415	YBR221C	PDB1
0.0800	0.0233	4411	YMR116C	ASC1
0.0799	0.0331	3753	YLR064W	PER33
0.0796	0.0314	3990	YLR300W	EXG1
0.0795	0.0256	5785	YPL179W	PPQ1
0.0795	0.0263	3905	YLR216C	CPR6
0.0794	0.0335	4858	YNL225C	CNM67
0.0793	0.0248	4026	YLR335W	NUP2
0.0793	0.0331	2006	YDL128W	VCX1
0.0792	0.0382	1360	YIR004W	DJP1
0.0792	0.0402	684	YEL029C	BUD16
0.0792	0.0377	2246	YDR119W	VBA4
0.0790	0.0302	327	YBR133C	HSL7
0.0789	0.0321	2103	YDL224C	WHI4
0.0789	0.0380	3431	YJL190C	RPS22A
0.0789	0.0336	5677	YPL071C	YPL071C
0.0789	0.0280	1324	YIL139C	REV7
0.0789	0.0240	4518	YMR216C	SKY1
0.0788	0.0356	35	YAL037W	YAL037W
0.0788	0.0253	507	YCL016C	DCC1
0.0788	0.0291	1661	YKR041W	YKR041W
0.0786	0.0339	3081	YGR136W	LSB1
0.0785	0.0346	3542	YJR080C	AIM24
0.0785	0.0314	787	YER056C	FCY2
0.0785	0.0347	2413	YDR286C	MGP12
0.0784	0.0324	1018	YHR051W	COX6
0.0784	0.0216	5661	YPL055C	LGE1
0.0783	0.0283	2400	YDR273W	DON1
0.0782	0.0350	4984	YNR012W	URK1
0.0782	0.0317	1442	YKL044W	MMO1
0.0781	0.0330	847	YER118C	SHO1
0.0781	0.0302	2144	YDR017C	KCS1
0.0779	0.0351	3675	YLL053C	YLL053C
0.0779	0.0303	2946	YGR001C	EFM5
0.0777	0.0276	5765	YPL159C	PET20
0.0775	0.0373	4417	YMR121C	RPL15B
0.0775	0.0316	2106	YDL227C	HO
0.0774	0.0225	3872	YLR183C	TOS4
0.0774	0.0265	290	YBR095C	RXT2
0.0774	0.0249	4066	YLR375W	STP3
0.0774	0.0328	5366	YOR154W	SLP1
0.0773	0.0227	3589	YJR127C	RSF2
0.0773	0.0299	2436	YDR309C	GIC2
0.0772	0.0344	4058	YLR367W	RPS22B
0.0772	0.0233	4480	YMR179W	SPT21
0.0772	0.0237	301	YBR107C	IML3
0.0771	0.0329	5712	YPL106C	SSE1
0.0771	0.0266	5185	YOL136C	PFK27
0.0770	0.0288	5594	YOR382W	FIT2
0.0770	0.0323	1207	YIL020C	HIS6
0.0769	0.0241	2305	YDR179C	CSN9
0.0769	0.0405	1307	YIL122W	POG1
0.0769	0.0248	3299	YJL056C	ZAP1
0.0768	0.0387	3104	YGR159C	NSR1
0.0768	0.0302	3731	YLR042C	NFG1
0.0767	0.0334	2448	YDR321W	ASP1
0.0767	0.0239	2046	YDL167C	NRP1
0.0766	0.0296	1305	YIL120W	QDR1
0.0766	0.0249	5055	YOL006C	TOP1
0.0766	0.0271	845	YER116C	SLX8
0.0766	0.0319	723	YEL068C	YEL068C
0.0765	0.0324	2817	YGL136C	MRM2
0.0765	0.0342	1239	YIL052C	RPL34B
0.0765	0.0371	2949	YGR004W	PEX31
0.0763	0.0279	3580	YJR118C	ILM1
0.0762	0.0243	262	YBR066C	NRG2
0.0761	0.0322	6024	YPR138C	MEP3
0.0761	0.0351	2532	YDR405W	MRP20
0.0759	0.0314	2112	YDL233W	MFG1
0.0758	0.0342	1073	YHR106W	TRR2
0.0757	0.0236	293	YBR098W	MMS4
0.0757	0.0383	3788	YLR099C	ICT1
0.0756	0.0338	1611	YKL216W	URA1
0.0756	0.0293	5304	YOR092W	ECM3
0.0755	0.0352	4060	YLR369W	SSQ1
0.0755	0.0349	3359	YJL118W	YJL118W
0.0753	0.0263	4187	YML027W	YOX1
0.0753	0.0332	793	YER062C	GPP2
0.0753	0.0299	131	YBL043W	ECM13
0.0753	0.0299	3476	YJR010W	MET3
0.0752	0.0353	2446	YDR319C	YFT2
0.0752	0.0327	557	YCR001W	YCR001W
0.0752	0.0250	698	YEL043W	GTA1
0.0747	0.0336	5890	YPR003C	YPR003C
0.0747	0.0345	4276	YML115C	VAN1
0.0747	0.0336	663	YEL008W	YEL008W
0.0746	0.0361	2835	YGL154C	LYS5
0.0745	0.0348	4949	YNL316C	PHA2
0.0744	0.0230	5291	YOR078W	BUD21
0.0744	0.0319	2463	YDR336W	MRX8
0.0743	0.0318	4482	YMR181C	YMR181C
0.0741	0.0308	2097	YDL218W	YDL218W
0.0740	0.0331	1370	YIR014W	VLD1
0.0740	0.0241	3178	YGR233C	PHO81
0.0738	0.0245	254	YBR058C	UBP14
0.0738	0.0320	5341	YOR129C	AFI1
0.0737	0.0309	5514	YOR303W	CPA1
0.0736	0.0319	2471	YDR344C	YDR344C
0.0736	0.0348	1121	YHR153C	SPO16
0.0735	0.0328	385	YBR191W	RPL21A
0.0733	0.0350	6123	YKL053C-A	MDM35
0.0733	0.0375	4056	YLR365W	YLR365W
0.0732	0.0394	654	YCR107W	AAD3
0.0732	0.0299	3677	YLL055W	YCT1
0.0730	0.0380	3565	YJR103W	URA8
0.0730	0.0289	2278	YDR152W	GIR2
0.0729	0.0314	5096	YOL047C	LDS2
0.0728	0.0324	1573	YKL176C	LST4
0.0728	0.0371	4357	YMR064W	AEP1
0.0728	0.0354	5387	YOR175C	ALE1
0.0727	0.0232	628	YCR077C	PAT1
0.0727	0.0362	3454	YJL213W	YJL213W
0.0727	0.0308	3989	YLR299W	ECM38
0.0727	0.0344	2574	YDR447C	RPS17B
0.0727	0.0350	3868	YLR179C	YLR179C
0.0727	0.0340	6040	YPR154W	PIN3
0.0727	0.0321	4303	YMR008C	PLB1
0.0726	0.0251	5228	YOR014W	RTS1
0.0725	0.0365	3033	YGR088W	CTT1
0.0725	0.0248	1982	YDL104C	QRI7
0.0724	0.0348	1664	YKR044W	UIP5
0.0724	0.0331	2183	YDR056C	EMC10
0.0724	0.0335	191	YBL103C	RTG3
0.0723	0.0386	3100	YGR155W	CYS4
0.0723	0.0210	4996	YNR024W	MPP6
0.0722	0.0252	4565	YMR263W	SAP30
0.0722	0.0316	2310	YDR183W	PLP1
0.0722	0.0319	4037	YLR346C	CIS1
0.0722	0.0290	3272	YJL028W	YJL028W
0.0722	0.0300	3321	YJL078C	PRY3
0.0721	0.0376	963	YHL046C	PAU13
0.0719	0.0237	38	YAL040C	CLN3
0.0719	0.0260	3192	YGR247W	CPD1
0.0718	0.0394	1211	YIL024C	YIL024C
0.0718	0.0312	3761	YLR072W	LAM6
0.0718	0.0303	341	YBR147W	RTC2
0.0717	0.0242	4557	YMR255W	GFD1
0.0716	0.0275	840	YER111C	SWI4
0.0715	0.0267	4440	YMR143W	RPS16A
0.0715	0.0285	3575	YJR113C	RSM7
0.0714	0.0230	2224	YDR097C	MSH6
0.0714	0.0326	1084	YHR117W	TOM71
0.0714	0.0324	5716	YPL110C	GDE1
0.0711	0.0235	439	YBR245C	ISW1
0.0711	0.0347	2648	YDR522C	SPS2
0.0709	0.0217	2384	YDR257C	RKM4
0.0708	0.0233	5252	YOR039W	CKB2
0.0707	0.0340	777	YER046W	SPO73
0.0706	0.0348	4991	YNR019W	ARE2
0.0706	0.0304	996	YHR029C	YHI9
0.0705	0.0331	3420	YJL179W	PFD1
0.0705	0.0308	1744	YFL051C	YFL051C
0.0704	0.0309	1835	YFR044C	DUG1
0.0703	0.0302	3327	YJL084C	ALY2
0.0702	0.0253	3561	YJR099W	YUH1
0.0701	0.0331	1270	YIL085C	KTR7
0.0700	0.0333	5590	YOR378W	AMF1
0.0700	0.0347	5031	YNR059W	MNT4
0.0700	0.0272	604	YCR047C	BUD23
0.0699	0.0297	1266	YIL079C	AIR1
0.0698	0.0320	953	YHL036W	MUP3
0.0698	0.0277	4484	YMR183C	SSO2
0.0698	0.0356	3739	YLR050C	EMA19
0.0696	0.0333	2352	YDR225W	HTA1
0.0696	0.0310	4490	YMR189W	GCV2
0.0694	0.0321	2348	YDR221W	GTB1
0.0693	0.0339	3490	YJR024C	MDE1
0.0692	0.0336	4903	YNL270C	ALP1
0.0690	0.0367	3807	YLR118C	TML25
0.0689	0.0245	297	YBR103W	SIF2
0.0687	0.0328	5850	YPL244C	HUT1
0.0687	0.0302	5560	YOR348C	PUT4
0.0685	0.0306	246	YBR050C	REG2
0.0685	0.0232	1878	YBR089C-A	NHP6B
0.0684	0.0337	1070	YHR103W	SBE22
0.0684	0.0315	779	YER048C	CAJ1
0.0683	0.0352	2083	YDL204W	RTN2
0.0683	0.0329	4146	YLR456W	YLR456W
0.0683	0.0345	1330	YIL145C	PAN6
0.0682	0.0233	4906	YNL273W	TOF1
0.0682	0.0254	2462	YDR335W	MSN5
0.0681	0.0327	2121	YDL242W	YDL242W
0.0681	0.0304	1026	YHR059W	FYV4
0.0681	0.0303	2795	YGL114W	YGL114W
0.0680	0.0317	323	YBR129C	OPY1
0.0679	0.0255	1966	YDL088C	ASM4
0.0679	0.0333	5684	YPL078C	ATP4
0.0677	0.0243	1484	YKL086W	SRX1
0.0677	0.0293	5299	YOR086C	TCB1
0.0676	0.0351	1771	YFL023W	BUD27
0.0676	0.0297	1296	YIL111W	COX5B
0.0675	0.0328	2311	YDR184C	ATC1
0.0673	0.0295	5758	YPL152W	RRD2
0.0673	0.0279	4109	YLR419W	YLR419W
0.0673	0.0368	1922	YDL044C	MTF2
0.0672	0.0352	2744	YGL063W	PUS2
0.0672	0.0290	797	YER066W	RRT13
0.0672	0.0360	3239	YGR295C	COS6
0.0672	0.0345	5475	YOR264W	DSE3
0.0671	0.0274	4233	YML075C	HMG1
0.0669	0.0340	5515	YOR304C-A	BIL1
0.0669	0.0323	3780	YLR091W	GEP5
0.0668	0.0361	2580	YDR453C	TSA2
0.0668	0.0356	631	YCR083W	TRX3
0.0668	0.0242	3661	YLL039C	UBI4
0.0667	0.0253	1197	YIL010W	DOT5
0.0667	0.0270	2132	YDR005C	MAF1
0.0667	0.0333	2003	YDL125C	HNT1
0.0666	0.0236	942	YHL025W	SNF6
0.0666	0.0326	1399	YKL001C	MET14
0.0666	0.0373	5711	YPL105C	SYH1
0.0665	0.0379	3152	YGR207C	CIR1
0.0665	0.0318	3874	YLR185W	RPL37A
0.0665	0.0229	5549	YOR337W	TEA1
0.0665	0.0226	3703	YLR014C	PPR1
0.0664	0.0267	409	YBR215W	HPC2
0.0664	0.0326	4406	YMR111C	EUC1
0.0664	0.0227	5065	YOL016C	CMK2
0.0663	0.0335	3491	YJR025C	BNA1
0.0663	0.0271	5539	YOR327C	SNC2
0.0662	0.0310	1715	YKR095W	MLP1
0.0662	0.0297	971	YHR004C	NEM1
0.0662	0.0312	5354	YOR142W	LSC1
0.0661	0.0243	823	YER092W	IES5
0.0660	0.0336	2389	YDR262W	YDR262W
0.0659	0.0399	2786	YGL105W	ARC1
0.0657	0.0300	2761	YGL080W	MPC1
0.0657	0.0243	5862	YPL256C	CLN2
0.0656	0.0318	5224	YOR010C	TIR2
0.0656	0.0380	3927	YLR238W	FAR10
0.0655	0.0306	2336	YDR209C	YDR209C
0.0654	0.0358	5518	YOR306C	MCH5
0.0654	0.0231	900	YER173W	RAD24
0.0654	0.0296	586	YCR028C	FEN2
0.0654	0.0244	3034	YGR089W	NNF2
0.0652	0.0293	4778	YNL145W	MFA2
0.0652	0.0305	2409	YDR282C	MRX10
0.0651	0.0356	4768	YNL135C	FPR1
0.0649	0.0232	6065	YPR179C	HDA3
0.0649	0.0242	5403	YOR191W	ULS1
0.0649	0.0362	3997	YLR307W	CDA1
0.0649	0.0263	1087	YHR120W	MSH1
0.0648	0.0348	848	YER119C	AVT6
0.0648	0.0329	4755	YNL122C	MRP35
0.0648	0.0343	715	YEL060C	PRB1
0.0647	0.0339	120	YBL032W	HEK2
0.0646	0.0267	5756	YPL150W	YPL150W
0.0645	0.0264	5710	YPL104W	MSD1
0.0645	0.0335	4071	YLR380W	CSR1
0.0645	0.0327	2565	YDR438W	THI74
0.0644	0.0341	4810	YNL177C	MRPL22
0.0644	0.0328	1627	YKR007W	MEH1
0.0642	0.0291	5200	YOL151W	GRE2
0.0642	0.0314	1808	YFR016C	AIP5
0.0642	0.0255	4472	YMR172W	HOT1
0.0641	0.0362	2714	YGL032C	AGA2
0.0641	0.0338	408	YBR214W	SDS24
0.0640	0.0238	4587	YMR285C	NGL2
0.0639	0.0251	11	YAL013W	DEP1
0.0639	0.0375	3201	YGR256W	GND2
0.0637	0.0229	4256	YML097C	VPS9
0.0637	0.0321	4729	YNL096C	RPS7B
0.0637	0.0300	659	YEL004W	YEA4
0.0637	0.0391	410	YBR216C	YBP1
0.0637	0.0319	5718	YPL112C	PEX25
0.0636	0.0316	5107	YOL057W	YOL057W
0.0636	0.0328	1321	YIL136W	OM45
0.0636	0.0267	4788	YNL155W	CUZ1
0.0634	0.0342	2116	YDL237W	AIM6
0.0633	0.0245	4919	YNL286W	CUS2
0.0633	0.0271	5500	YOR289W	YOR289W
0.0631	0.0320	5721	YPL115C	BEM3
0.0631	0.0292	2479	YDR352W	YPQ2
0.0631	0.0326	2542	YDR415C	YDR415C
0.0631	0.0236	2073	YDL194W	SNF3
0.0630	0.0352	1531	YKL133C	RCI50
0.0630	0.0337	2557	YDR430C	CYM1
0.0630	0.0365	1747	YFL048C	EMP47
0.0629	0.0222	5607	YPL001W	HAT1
0.0628	0.0309	238	YBR042C	CST26
0.0627	0.0228	896	YER169W	RPH1
0.0627	0.0307	4405	YMR110C	HFD1
0.0626	0.0266	4139	YLR449W	FPR4
0.0625	0.0304	816	YER085C	YER085C
0.0625	0.0247	2153	YDR026C	NSI1
0.0624	0.0374	3814	YLR125W	YLR125W
0.0623	0.0374	5144	YOL095C	HMI1
0.0622	0.0241	6131	YNR032C-A	HUB1
0.0622	0.0362	3599	YJR137C	MET5
0.0621	0.0299	928	YHL011C	PRS3
0.0620	0.0222	3505	YJR043C	POL32
0.0620	0.0315	4686	YNL052W	COX5A
0.0620	0.0411	3388	YJL147C	SMT1
0.0619	0.0343	6086	YPR200C	ARR2
0.0619	0.0221	3552	YJR091C	JSN1
0.0618	0.0361	2891	YGL210W	YPT32
0.0618	0.0322	3450	YJL209W	CBP1
0.0617	0.0305	3678	YLL056C	YLL056C
0.0617	0.0234	369	YBR175W	SWD3
0.0617	0.0343	3914	YLR225C	YLR225C
0.0614	0.0228	4261	YML101C	CUE4
0.0614	0.0307	3643	YLL021W	SPA2
0.0614	0.0339	1384	YIR028W	DAL4
0.0613	0.0343	383	YBR189W	RPS9B
0.0613	0.0318	608	YCR051W	YCR051W
0.0613	0.0339	5891	YPR004C	AIM45
0.0612	0.0382	4034	YLR343W	GAS2
0.0612	0.0211	1811	YFR019W	FAB1
0.0612	0.0356	959	YHL042W	YHL042W
0.0611	0.0300	5651	YPL045W	VPS16
0.0611	0.0324	2234	YDR107C	TMN2
0.0610	0.0374	3733	YLR044C	PDC1
0.0610	0.0359	5019	YNR047W	FPK1
0.0610	0.0304	1016	YHR049W	FSH1
0.0610	0.0354	1072	YHR105W	YPT35
0.0610	0.0238	2284	YDR158W	HOM2
0.0609	0.0336	6092	YLR390W-A	CCW14
0.0608	0.0310	2456	YDR329C	PEX3
0.0607	0.0321	4574	YMR272C	SCS7
0.0607	0.0395	5789	YPL183C	RTT10
0.0607	0.0333	2274	YDR148C	KGD2
0.0606	0.0340	2944	YGL262W	YGL262W
0.0606	0.0383	1549	YKL151C	NNR2
0.0606	0.0335	4044	YLR353W	BUD8
0.0606	0.0254	2611	YDR485C	VPS72
0.0605	0.0249	2814	YGL133W	ITC1
0.0605	0.0339	4706	YNL073W	MSK1
0.0603	0.0316	4079	YLR388W	RPS29A
0.0603	0.0251	721	YEL066W	HPA3
0.0603	0.0338	3768	YLR079W	SIC1
0.0603	0.0249	4732	YNL099C	OCA1
0.0602	0.0241	2422	YDR295C	HDA2
0.0602	0.0340	2077	YDL198C	GGC1
0.0601	0.0253	2128	YDR001C	NTH1
0.0601	0.0259	5929	YPR042C	PUF2
0.0601	0.0209	3922	YLR233C	EST1
0.0600	0.0339	5279	YOR066W	MSA1
0.0600	0.0219	5092	YOL043C	NTG2
0.0599	0.0254	796	YER065C	ICL1
0.0599	0.0253	5264	YOR051C	ETT1
0.0598	0.0238	3796	YLR107W	REX3
0.0598	0.0321	4817	YNL184C	YNL184C
0.0598	0.0339	3878	YLR189C	ATG26
0.0597	0.0338	6084	YPR198W	SGE1
0.0597	0.0360	464	YBR270C	BIT2
0.0597	0.0297	2928	YGL246C	RAI1
0.0596	0.0263	2386	YDR259C	YAP6
0.0593	0.0245	6115	YDR363W-A	SEM1
0.0592	0.0252	2903	YGL222C	EDC1
0.0592	0.0311	2364	YDR237W	MRPL7
0.0592	0.0205	278	YBR083W	TEC1
0.0592	0.0329	2002	YDL124W	YDL124W
0.0591	0.0331	1157	YHR189W	PTH1
0.0591	0.0376	5349	YOR137C	SIA1
0.0590	0.0336	2068	YDL189W	RBS1
0.0590	0.0278	3038	YGR093W	DRN1
0.0590	0.0333	3108	YGR163W	GTR2
0.0589	0.0335	5795	YPL189W	GUP2
0.0589	0.0374	2229	YDR102C	YDR102C
0.0588	0.0323	1149	YHR181W	SVP26
0.0588	0.0212	3785	YLR096W	KIN2
0.0588	0.0345	1650	YKR030W	GMH1
0.0588	0.0379	4359	YMR066W	SOV1
0.0587	0.0262	2184	YDR057W	YOS9
0.0587	0.0251	4792	YNL159C	ASI2
0.0587	0.0375	5079	YOL030W	GAS5
0.0586	0.0302	1254	YIL067C	YIL067C
0.0586	0.0255	1525	YKL127W	PGM1
0.0586	0.0284	1758	YFL036W	RPO41
0.0586	0.0350	4396	YMR101C	SRT1
0.0585	0.0339	404	YBR210W	ERV15
0.0585	0.0283	1107	YHR140W	YHR140W
0.0585	0.0240	5525	YOR313C	SPS4
0.0584	0.0303	5852	YPL246C	RBD2
0.0583	0.0286	5072	YOL023W	IFM1
0.0583	0.0271	3525	YJR063W	RPA12
0.0582	0.0243	4693	YNL059C	ARP5
0.0582	0.0209	4199	YML041C	VPS71
0.0582	0.0408	5871	YPL265W	DIP5
0.0582	0.0328	3077	YGR132C	PHB1
0.0581	0.0290	438	YBR244W	GPX2
0.0581	0.0232	992	YHR025W	THR1
0.0581	0.0290	5676	YPL070W	MUK1
0.0580	0.0346	1340	YIL155C	GUT2
0.0580	0.0220	4638	YNL004W	HRB1
0.0579	0.0359	4322	YMR027W	YMR027W
0.0578	0.0279	2530	YDR403W	DIT1
0.0578	0.0276	422	YBR228W	SLX1
0.0578	0.0256	344	YBR150C	TBS1
0.0577	0.0345	1526	YKL128C	PMU1
0.0577	0.0244	2439	YDR312W	SSF2
0.0575	0.0330	4826	YNL193W	YNL193W
0.0574	0.0343	5298	YOR085W	OST3
0.0574	0.0246	5094	YOL045W	PSK2
0.0574	0.0346	3440	YJL199C	MBB1
0.0573	0.0274	4145	YLR455W	PDP3
0.0573	0.0270	3026	YGR081C	SLX9
0.0573	0.0293	5434	YOR222W	ODC2
