Correlation mean	Correlation std. dev.	Gene ID	Gene systematic name	Gene common name
0.0612	0.0335	463	YBR269C	SDH8
0.0611	0.0324	1370	YIR014W	VLD1
0.0610	0.0331	2053	YDL174C	DLD1
0.0609	0.0263	2590	YDR463W	STP1
0.0609	0.0329	3193	YGR248W	SOL4
0.0609	0.0316	5304	YOR092W	ECM3
0.0608	0.0348	4036	YLR345W	YLR345W
0.0606	0.0294	2765	YGL084C	GUP1
0.0606	0.0343	4550	YMR247C	RKR1
0.0606	0.0317	505	YCL011C	GBP2
0.0605	0.0320	3051	YGR106C	VOA1
0.0604	0.0271	3641	YLL019C	KNS1
0.0604	0.0294	1237	YIL050W	PCL7
0.0604	0.0247	1685	YKR065C	PAM17
0.0603	0.0350	35	YAL037W	YAL037W
0.0603	0.0297	4280	YML118W	NGL3
0.0601	0.0281	2224	YDR097C	MSH6
0.0601	0.0325	5633	YPL027W	SMA1
0.0601	0.0285	5900	YPR013C	CMR3
0.0601	0.0361	1834	YFR043C	IRC6
0.0600	0.0301	3599	YJR137C	MET5
0.0599	0.0364	1372	YIR016W	YIR016W
0.0599	0.0325	1808	YFR016C	AIP5
0.0599	0.0335	3211	YGR266W	YGR266W
0.0598	0.0260	723	YEL068C	YEL068C
0.0598	0.0336	2948	YGR003W	CUL3
0.0598	0.0339	5032	YNR060W	FRE4
0.0598	0.0291	3182	YGR237C	YGR237C
0.0597	0.0314	5318	YOR106W	VAM3
0.0596	0.0307	1952	YDL074C	BRE1
0.0596	0.0332	4189	YML029W	USA1
0.0596	0.0347	5761	YPL155C	KIP2
0.0595	0.0366	602	YCR045C	RRT12
0.0595	0.0300	957	YHL040C	ARN1
0.0595	0.0278	3426	YJL185C	ATG36
0.0595	0.0329	5673	YPL067C	HTC1
0.0595	0.0290	4993	YNR021W	YNR021W
0.0594	0.0286	4912	YNL279W	PRM1
0.0593	0.0338	3386	YJL145W	SFH5
0.0593	0.0311	3299	YJL056C	ZAP1
0.0593	0.0328	3454	YJL213W	YJL213W
0.0592	0.0315	1932	YDL054C	MCH1
0.0592	0.0291	4436	YMR139W	RIM11
0.0592	0.0301	154	YBL066C	SEF1
0.0592	0.0319	1304	YIL119C	RPI1
0.0591	0.0365	3374	YJL133W	MRS3
0.0590	0.0349	1337	YIL152W	YIL152W
0.0590	0.0336	2046	YDL167C	NRP1
0.0589	0.0308	2650	YDR524C	AGE1
0.0589	0.0258	365	YBR171W	SEC66
0.0588	0.0351	790	YER059W	PCL6
0.0588	0.0384	3437	YJL196C	ELO1
0.0588	0.0354	220	YBR024W	SCO2
0.0587	0.0311	5725	YPL119C	DBP1
0.0587	0.0310	3588	YJR126C	VPS70
0.0586	0.0343	1084	YHR117W	TOM71
0.0585	0.0321	3753	YLR064W	PER33
0.0585	0.0324	4332	YMR036C	MIH1
0.0585	0.0311	816	YER085C	YER085C
0.0585	0.0293	1096	YHR129C	ARP1
0.0585	0.0351	3587	YJR125C	ENT3
0.0585	0.0294	3616	YJR154W	YJR154W
0.0584	0.0318	2939	YGL257C	MNT2
0.0584	0.0333	4681	YNL047C	SLM2
0.0584	0.0320	4549	YMR246W	FAA4
0.0583	0.0314	1423	YKL025C	PAN3
0.0583	0.0369	631	YCR083W	TRX3
0.0583	0.0283	686	YEL031W	SPF1
0.0583	0.0307	3589	YJR127C	RSF2
0.0583	0.0339	5644	YPL038W	MET31
0.0582	0.0291	4144	YLR454W	FMP27
0.0582	0.0332	4366	YMR073C	IRC21
0.0581	0.0274	2941	YGL259W	YPS5
0.0581	0.0309	3592	YJR130C	STR2
0.0581	0.0291	1393	YIR037W	HYR1
0.0581	0.0364	2478	YDR351W	SBE2
0.0581	0.0357	1726	YKR106W	GEX2
0.0580	0.0338	4224	YML066C	SMA2
0.0580	0.0297	3683	YLL061W	MMP1
0.0580	0.0300	2104	YDL225W	SHS1
0.0579	0.0339	3638	YLL014W	EMC6
0.0579	0.0413	5918	YPR031W	NTO1
0.0579	0.0321	5915	YPR028W	YOP1
0.0579	0.0345	1931	YDL053C	PBP4
0.0579	0.0324	3134	YGR189C	CRH1
0.0578	0.0294	4962	YNL329C	PEX6
0.0578	0.0335	2113	YDL234C	GYP7
0.0578	0.0291	5250	YOR037W	CYC2
0.0577	0.0370	711	YEL056W	HAT2
0.0577	0.0372	469	YBR275C	RIF1
0.0576	0.0303	456	YBR262C	MIC12
0.0576	0.0347	5034	YNR062C	PUL3
0.0576	0.0321	3411	YJL170C	ASG7
0.0576	0.0323	4232	YML074C	FPR3
0.0575	0.0296	3604	YJR142W	YJR142W
0.0575	0.0300	1341	YIL156W	UBP7
0.0574	0.0379	4086	YLR396C	VPS33
0.0574	0.0334	663	YEL008W	YEL008W
0.0574	0.0289	2102	YDL223C	HBT1
0.0574	0.0288	4801	YNL168C	FMP41
0.0573	0.0270	5590	YOR378W	AMF1
0.0572	0.0292	852	YER123W	YCK3
0.0572	0.0285	2235	YDR108W	TRS85
0.0570	0.0329	2694	YGL012W	ERG4
0.0570	0.0310	401	YBR207W	FTH1
0.0570	0.0258	5023	YNR051C	BRE5
0.0570	0.0312	5476	YOR265W	RBL2
0.0570	0.0362	4733	YNL100W	MIC27
0.0569	0.0271	5031	YNR059W	MNT4
0.0569	0.0337	960	YHL043W	ECM34
0.0569	0.0333	654	YCR107W	AAD3
0.0569	0.0353	3390	YJL149W	DAS1
0.0569	0.0278	3936	YLR247C	IRC20
0.0568	0.0346	6105	YCR087C-A	YCR087C-A
0.0568	0.0272	5583	YOR371C	GPB1
0.0567	0.0324	481	YBR287W	YBR287W
0.0566	0.0410	5338	YOR126C	IAH1
0.0565	0.0330	3217	YGR273C	YGR273C
0.0565	0.0260	4773	YNL140C	YNL140C
0.0563	0.0304	5342	YOR130C	ORT1
0.0563	0.0327	1323	YIL138C	TPM2
0.0562	0.0346	3265	YJL020C	BBC1
0.0562	0.0294	3678	YLL056C	YLL056C
0.0560	0.0342	1626	YKR006C	MRPL13
0.0560	0.0309	1514	YKL116C	PRR1
0.0559	0.0379	5862	YPL256C	CLN2
0.0559	0.0305	1675	YKR055W	RHO4
0.0558	0.0301	1850	YFL010W-A	AUA1
0.0557	0.0313	2138	YDR011W	SNQ2
0.0557	0.0298	3673	YLL051C	FRE6
0.0556	0.0366	125	YBL037W	APL3
0.0556	0.0334	241	YBR045C	GIP1
0.0555	0.0320	5894	YPR007C	REC8
0.0555	0.0380	5615	YPL009C	RQC2
0.0555	0.0343	5927	YPR040W	TIP41
0.0554	0.0266	3552	YJR091C	JSN1
0.0554	0.0367	1584	YKL187C	FAT3
0.0554	0.0292	3825	YLR136C	TIS11
0.0554	0.0321	5375	YOR163W	DDP1
0.0554	0.0335	3647	YLL025W	PAU17
0.0553	0.0300	656	YEL001C	IRC22
0.0553	0.0324	4603	YMR299C	DYN3
0.0552	0.0288	4216	YML058W	SML1
0.0552	0.0398	383	YBR189W	RPS9B
0.0551	0.0281	3663	YLL041C	SDH2
0.0551	0.0321	626	YCR075C	ERS1
0.0551	0.0335	702	YEL047C	FRD1
0.0550	0.0335	1504	YKL106W	AAT1
0.0550	0.0358	1338	YIL153W	RRD1
0.0549	0.0281	1386	YIR030C	DCG1
0.0549	0.0386	1211	YIL024C	YIL024C
0.0549	0.0374	1650	YKR030W	GMH1
0.0549	0.0354	4472	YMR172W	HOT1
0.0549	0.0293	2226	YDR099W	BMH2
0.0549	0.0315	1302	YIL117C	PRM5
0.0548	0.0316	1350	YIL165C	YIL165C
0.0548	0.0376	497	YCL001W	RER1
0.0547	0.0305	267	YBR071W	YBR071W
0.0546	0.0314	3498	YJR036C	HUL4
0.0546	0.0298	1978	YDL100C	GET3
0.0546	0.0342	5981	YPR095C	SYT1
0.0544	0.0322	5274	YOR061W	CKA2
0.0544	0.0300	3229	YGR285C	ZUO1
0.0544	0.0355	3736	YLR047C	FRE8
0.0543	0.0303	5247	YOR034C	AKR2
0.0543	0.0278	1740	YFL055W	AGP3
0.0541	0.0278	667	YEL012W	UBC8
0.0540	0.0262	5103	YOL053W	AIM39
0.0540	0.0347	565	YCR009C	RVS161
0.0540	0.0333	956	YHL039W	EFM1
0.0539	0.0315	4718	YNL085W	MKT1
0.0539	0.0320	219	YBR023C	CHS3
0.0539	0.0283	5043	YNR071C	YNR071C
0.0538	0.0315	3378	YJL137C	GLG2
0.0538	0.0255	2819	YGL138C	YGL138C
0.0538	0.0302	4449	YMR152W	YIM1
0.0538	0.0298	1399	YKL001C	MET14
0.0537	0.0214	95	YBL007C	SLA1
0.0537	0.0319	3543	YJR082C	EAF6
0.0537	0.0319	3230	YGR286C	BIO2
0.0537	0.0350	4261	YML101C	CUE4
0.0537	0.0361	2630	YDR504C	SPG3
0.0536	0.0238	130	YBL042C	FUI1
0.0535	0.0357	470	YBR276C	PPS1
0.0535	0.0350	504	YCL010C	SGF29
0.0534	0.0321	1094	YHR127W	YHR127W
0.0534	0.0339	1445	YKL047W	ANR2
0.0534	0.0336	1203	YIL016W	SNL1
0.0533	0.0303	2422	YDR295C	HDA2
0.0533	0.0331	1305	YIL120W	QDR1
0.0533	0.0316	3031	YGR086C	PIL1
0.0532	0.0316	820	YER089C	PTC2
0.0532	0.0360	2433	YDR306C	PFU1
0.0532	0.0300	4892	YNL259C	ATX1
0.0532	0.0333	4564	YMR262W	YMR262W
0.0531	0.0318	3523	YJR061W	MNN14
0.0531	0.0331	2639	YDR513W	GRX2
0.0531	0.0362	3590	YJR128W	YJR128W
0.0531	0.0315	5221	YOR007C	SGT2
0.0531	0.0343	5560	YOR348C	PUT4
0.0531	0.0311	5789	YPL183C	RTT10
0.0530	0.0306	575	YCR019W	MAK32
0.0530	0.0312	2049	YDL170W	UGA3
0.0530	0.0294	4654	YNL020C	ARK1
0.0529	0.0328	73	YAR028W	YAR028W
0.0529	0.0302	4666	YNL032W	SIW14
0.0528	0.0325	2220	YDR093W	DNF2
0.0528	0.0321	218	YBR022W	POA1
0.0527	0.0360	5154	YOL105C	WSC3
0.0526	0.0290	5718	YPL112C	PEX25
0.0526	0.0318	2913	YGL231C	EMC4
0.0526	0.0327	2606	YDR480W	DIG2
0.0526	0.0284	3807	YLR118C	TML25
0.0524	0.0267	6122	YKL033W-A	YKL033W-A
0.0522	0.0367	5275	YOR062C	YOR062C
0.0522	0.0319	3497	YJR035W	RAD26
0.0522	0.0316	576	YCR020C	PET18
0.0522	0.0279	2912	YGL230C	YGL230C
0.0522	0.0329	3285	YJL042W	MHP1
0.0521	0.0314	5867	YPL261C	YPL261C
0.0520	0.0325	660	YEL005C	VAB2
0.0520	0.0286	653	YCR106W	RDS1
0.0519	0.0328	3648	YLL026W	HSP104
0.0519	0.0251	4979	YNR007C	ATG3
0.0519	0.0365	4244	YML086C	ALO1
0.0519	0.0328	5047	YNR075W	COS10
0.0519	0.0337	144	YBL056W	PTC3
0.0518	0.0347	925	YHL008C	YHL008C
0.0517	0.0267	1995	YDL117W	CYK3
0.0517	0.0310	779	YER048C	CAJ1
0.0517	0.0302	1243	YIL056W	VHR1
0.0516	0.0335	1346	YIL161W	YIL161W
0.0516	0.0312	1832	YFR041C	ERJ5
0.0515	0.0316	3129	YGR184C	UBR1
0.0515	0.0288	4711	YNL078W	NIS1
0.0515	0.0321	202	YBR006W	UGA2
0.0513	0.0357	278	YBR083W	TEC1
0.0513	0.0313	1280	YIL095W	PRK1
0.0513	0.0292	1661	YKR041W	YKR041W
0.0512	0.0343	4554	YMR252C	MLO1
0.0511	0.0323	5262	YOR049C	RSB1
0.0511	0.0279	911	YER184C	TOG1
0.0510	0.0304	1043	YHR076W	PTC7
0.0510	0.0298	2834	YGL153W	PEX14
0.0509	0.0283	4617	YMR311C	GLC8
0.0509	0.0295	3645	YLL023C	POM33
0.0508	0.0296	1900	YDL021W	GPM2
0.0508	0.0236	5657	YPL051W	ARL3
0.0507	0.0328	4209	YML052W	SUR7
0.0507	0.0291	5428	YOR216C	RUD3
0.0507	0.0308	1092	YHR125W	YHR125W
0.0506	0.0321	4591	YMR289W	ABZ2
0.0506	0.0380	1812	YFR020W	CSS2
0.0506	0.0277	4991	YNR019W	ARE2
0.0506	0.0335	5030	YNR058W	BIO3
0.0505	0.0271	5061	YOL012C	HTZ1
0.0504	0.0295	2080	YDL201W	TRM8
0.0504	0.0304	2585	YDR458C	HEH2
0.0504	0.0318	720	YEL065W	SIT1
0.0504	0.0313	3776	YLR087C	CSF1
0.0504	0.0355	5878	YPL272C	PBI1
0.0503	0.0297	1743	YFL052W	ZNF1
0.0503	0.0260	1369	YIR013C	GAT4
0.0502	0.0341	543	YCL057W	PRD1
0.0502	0.0284	2384	YDR257C	RKM4
0.0502	0.0315	1395	YIR039C	YPS6
0.0502	0.0307	4553	YMR251W-A	HOR7
0.0502	0.0306	3668	YLL046C	RNP1
0.0502	0.0298	2247	YDR120C	TRM1
0.0501	0.0311	3394	YJL153C	INO1
0.0501	0.0336	1333	YIL148W	RPL40A
0.0500	0.0343	2251	YDR124W	YDR124W
0.0500	0.0319	1957	YDL079C	MRK1
0.0500	0.0338	4872	YNL239W	LAP3
0.0500	0.0339	458	YBR264C	YPT10
0.0500	0.0319	28	YAL030W	SNC1
0.0499	0.0288	2614	YDR488C	PAC11
0.0499	0.0291	2909	YGL227W	VID30
0.0499	0.0308	47	YAL049C	AIM2
0.0499	0.0290	3476	YJR010W	MET3
0.0499	0.0271	1317	YIL132C	CSM2
0.0498	0.0323	1263	YIL076W	SEC28
0.0498	0.0273	301	YBR107C	IML3
0.0497	0.0317	4127	YLR437C	DIF1
0.0497	0.0373	1898	YDL019C	OSH2
0.0497	0.0309	409	YBR215W	HPC2
0.0497	0.0329	3385	YJL144W	ROQ1
0.0497	0.0308	1452	YKL054C	DEF1
0.0497	0.0316	5892	YPR005C	HAL1
0.0497	0.0221	610	YCR053W	THR4
0.0496	0.0317	5864	YPL258C	THI21
0.0496	0.0345	2791	YGL110C	CUE3
0.0495	0.0325	2943	YGL261C	PAU11
0.0495	0.0349	1272	YIL087C	AIM19
0.0495	0.0289	3008	YGR063C	SPT4
0.0495	0.0318	4277	YML116W	ATR1
0.0495	0.0299	5721	YPL115C	BEM3
0.0495	0.0316	4959	YNL326C	PFA3
0.0494	0.0310	3398	YJL157C	FAR1
0.0494	0.0317	1526	YKL128C	PMU1
0.0494	0.0356	1879	YBR162W-A	YSY6
0.0493	0.0298	3294	YJL051W	IRC8
0.0493	0.0351	1462	YKL064W	MNR2
0.0493	0.0273	4609	YMR304W	UBP15
0.0493	0.0343	525	YCL038C	ATG22
0.0493	0.0304	212	YBR016W	YBR016W
0.0492	0.0314	3754	YLR065C	SND2
0.0492	0.0341	2255	YDR128W	MTC5
0.0492	0.0301	1823	YFR032C	RRT5
0.0492	0.0319	2446	YDR319C	YFT2
0.0491	0.0296	1717	YKR097W	PCK1
0.0491	0.0315	1956	YDL078C	MDH3
0.0490	0.0264	1149	YHR181W	SVP26
0.0490	0.0333	393	YBR199W	KTR4
0.0490	0.0324	1315	YIL130W	ASG1
0.0489	0.0350	4066	YLR375W	STP3
0.0489	0.0338	3446	YJL206C	YJL206C
0.0488	0.0294	3614	YJR152W	DAL5
0.0488	0.0262	423	YBR229C	ROT2
0.0488	0.0364	939	YHL022C	SPO11
0.0488	0.0338	498	YCL002C	YCL002C
0.0487	0.0290	3555	YJR094C	IME1
0.0487	0.0295	5033	YNR061C	YNR061C
0.0486	0.0310	1615	YKL220C	FRE2
0.0486	0.0331	5491	YOR280C	FSH3
0.0485	0.0286	815	YER084W	YER084W
0.0485	0.0310	3565	YJR103W	URA8
0.0485	0.0351	4302	YMR007W	YMR007W
0.0484	0.0301	4625	YMR317W	YMR317W
0.0483	0.0389	5957	YPR070W	MED1
0.0482	0.0284	4833	YNL200C	NNR1
0.0482	0.0337	5962	YPR075C	OPY2
0.0482	0.0330	248	YBR052C	RFS1
0.0482	0.0299	5709	YPL103C	FMP30
0.0482	0.0306	1192	YIL005W	EPS1
0.0481	0.0260	6087	YPR201W	ARR3
0.0481	0.0317	1129	YHR161C	YAP1801
0.0481	0.0339	3291	YJL048C	UBX6
0.0480	0.0329	3321	YJL078C	PRY3
0.0480	0.0262	3573	YJR111C	PXP2
0.0480	0.0300	4547	YMR244W	YMR244W
0.0480	0.0310	2231	YDR104C	SPO71
0.0480	0.0336	429	YBR235W	VHC1
0.0480	0.0296	5706	YPL100W	ATG21
0.0479	0.0307	2640	YDR514C	YDR514C
0.0479	0.0309	5575	YOR363C	PIP2
0.0479	0.0291	3404	YJL163C	YJL163C
0.0479	0.0331	395	YBR201W	DER1
0.0479	0.0356	666	YEL011W	GLC3
0.0479	0.0272	4283	YML121W	GTR1
0.0478	0.0284	1963	YDL085W	NDE2
0.0478	0.0340	914	YER187W	YER187W
0.0477	0.0292	2397	YDR270W	CCC2
0.0477	0.0338	1676	YKR056W	TRM2
0.0477	0.0332	1202	YIL015W	BAR1
0.0477	0.0307	907	YER180C	ISC10
0.0476	0.0272	493	YBR299W	MAL32
0.0476	0.0368	44	YAL046C	BOL3
0.0476	0.0345	3581	YJR119C	JHD2
0.0476	0.0331	5638	YPL032C	SVL3
0.0476	0.0312	3208	YGR263C	SAY1
0.0475	0.0281	5345	YOR133W	EFT1
0.0475	0.0272	3997	YLR307W	CDA1
0.0474	0.0322	718	YEL063C	CAN1
0.0474	0.0307	4146	YLR456W	YLR456W
0.0474	0.0354	5062	YOL013C	HRD1
0.0474	0.0316	2562	YDR435C	PPM1
0.0474	0.0321	413	YBR219C	YBR219C
0.0474	0.0323	3578	YJR116W	TDA4
0.0474	0.0328	5434	YOR222W	ODC2
0.0473	0.0363	5073	YOL024W	YOL024W
0.0473	0.0303	53	YAL058W	CNE1
0.0473	0.0305	5533	YOR321W	PMT3
0.0472	0.0339	240	YBR044C	TCM62
0.0472	0.0292	1595	YKL198C	PTK1
0.0472	0.0337	6465	YER038W-A	FMP49
0.0472	0.0308	4163	YML006C	GIS4
0.0472	0.0326	169	YBL081W	YBL081W
0.0472	0.0343	3422	YJL181W	RBH1
0.0471	0.0306	1345	YIL160C	POT1
0.0471	0.0301	4630	YMR322C	SNO4
0.0471	0.0245	483	YBR289W	SNF5
0.0471	0.0334	5131	YOL082W	ATG19
0.0470	0.0347	1892	YDL013W	SLX5
0.0469	0.0350	3762	YLR073C	RFU1
0.0469	0.0321	1279	YIL094C	LYS12
0.0468	0.0315	488	YBR294W	SUL1
0.0468	0.0274	1308	YIL123W	SIM1
0.0467	0.0346	5503	YOR292C	YOR292C
0.0467	0.0297	2547	YDR420W	HKR1
0.0467	0.0332	573	YCR017C	CWH43
0.0466	0.0301	4974	YNR002C	ATO2
0.0466	0.0227	2637	YDR511W	SDH7
0.0466	0.0341	4622	YMR316C-A	YMR316C-A
0.0466	0.0332	1939	YDL061C	RPS29B
0.0466	0.0306	618	YCR065W	HCM1
0.0466	0.0277	475	YBR281C	DUG2
0.0465	0.0324	3062	YGR117C	YGR117C
0.0465	0.0310	5744	YPL138C	SPP1
0.0465	0.0289	5938	YPR051W	MAK3
0.0465	0.0352	5747	YPL141C	FRK1
0.0465	0.0306	1432	YKL034W	TUL1
0.0464	0.0281	3068	YGR123C	PPT1
0.0464	0.0323	4460	YMR161W	HLJ1
0.0464	0.0363	1837	YFR046C	CNN1
0.0463	0.0293	3937	YLR248W	RCK2
0.0463	0.0327	143	YBL055C	YBL055C
0.0463	0.0310	5158	YOL109W	ZEO1
0.0463	0.0330	4487	YMR186W	HSC82
0.0463	0.0353	322	YBR128C	ATG14
0.0463	0.0328	5081	YOL032W	OPI10
0.0462	0.0468	1437	YKL039W	PTM1
0.0462	0.0337	2501	YDR374C	PHO92
0.0462	0.0262	2040	YDL161W	ENT1
0.0461	0.0326	474	YBR280C	SAF1
0.0461	0.0328	152	YBL064C	PRX1
0.0461	0.0238	4228	YML070W	DAK1
0.0460	0.0331	3151	YGR206W	MVB12
0.0460	0.0288	5501	YOR290C	SNF2
0.0460	0.0309	2050	YDL171C	GLT1
0.0460	0.0263	1629	YKR009C	FOX2
0.0460	0.0328	4318	YMR023C	MSS1
0.0459	0.0365	4710	YNL077W	APJ1
0.0459	0.0331	2699	YGL017W	ATE1
0.0459	0.0345	4551	YMR250W	GAD1
0.0459	0.0295	5572	YOR360C	PDE2
0.0459	0.0247	1392	YIR036C	IRC24
0.0458	0.0342	3967	YLR278C	YLR278C
0.0458	0.0348	1270	YIL085C	KTR7
0.0458	0.0349	2253	YDR126W	SWF1
0.0457	0.0279	638	YCR090C	YCR090C
0.0457	0.0279	5659	YPL053C	KTR6
0.0457	0.0295	6529	YOL013W-A	YOL013W-A
0.0457	0.0318	2473	YDR346C	SVF1
0.0456	0.0277	4635	YNL001W	DOM34
0.0456	0.0312	5891	YPR004C	AIM45
0.0456	0.0330	3676	YLL054C	YLL054C
0.0455	0.0334	4105	YLR415C	YLR415C
0.0455	0.0309	897	YER170W	ADK2
0.0455	0.0326	1104	YHR137W	ARO9
0.0455	0.0293	3809	YLR120C	YPS1
0.0455	0.0310	2563	YDR436W	PPZ2
0.0454	0.0245	2937	YGL255W	ZRT1
0.0454	0.0311	4076	YLR385C	SWC7
0.0454	0.0339	1421	YKL023W	SKA1
0.0454	0.0320	4072	YLR381W	CTF3
0.0453	0.0353	5830	YPL224C	MMT2
0.0453	0.0297	5594	YOR382W	FIT2
0.0453	0.0311	3300	YJL057C	IKS1
0.0453	0.0322	4034	YLR343W	GAS2
0.0453	0.0322	5296	YOR083W	WHI5
0.0452	0.0342	1718	YKR098C	UBP11
0.0452	0.0331	5029	YNR057C	BIO4
0.0452	0.0289	683	YEL028W	YEL028W
0.0452	0.0301	1090	YHR123W	EPT1
0.0451	0.0248	4064	YLR373C	VID22
0.0451	0.0326	787	YER056C	FCY2
0.0450	0.0328	3854	YLR165C	PUS5
0.0450	0.0322	5475	YOR264W	DSE3
0.0450	0.0291	2186	YDR059C	UBC5
0.0450	0.0315	1292	YIL107C	PFK26
0.0450	0.0316	1006	YHR039C	MSC7
0.0450	0.0356	4870	YNL237W	YTP1
0.0449	0.0282	1572	YKL175W	ZRT3
0.0449	0.0278	3685	YLL063C	AYT1
0.0449	0.0311	15	YAL017W	PSK1
0.0449	0.0254	879	YER151C	UBP3
0.0448	0.0293	477	YBR283C	SSH1
0.0448	0.0312	5253	YOR040W	GLO4
0.0448	0.0324	3914	YLR225C	YLR225C
0.0447	0.0351	5513	YOR302W	YOR302W
0.0447	0.0327	5660	YPL054W	LEE1
0.0447	0.0307	1617	YKL222C	YKL222C
0.0447	0.0337	1613	YKL218C	SRY1
0.0447	0.0294	3481	YJR015W	YJR015W
0.0447	0.0360	2401	YDR274C	YDR274C
0.0446	0.0285	4737	YNL104C	LEU4
0.0446	0.0320	140	YBL052C	SAS3
0.0446	0.0294	2136	YDR009W	GAL3
0.0445	0.0297	3612	YJR150C	DAN1
0.0444	0.0346	1560	YKL163W	PIR3
0.0444	0.0244	4351	YMR058W	FET3
0.0444	0.0309	6074	YPR188C	MLC2
0.0443	0.0285	4978	YNR006W	VPS27
0.0443	0.0286	3929	YLR240W	VPS34
0.0443	0.0314	1045	YHR078W	YHR078W
0.0443	0.0319	2276	YDR150W	NUM1
0.0443	0.0306	4657	YNL023C	FAP1
0.0442	0.0337	4493	YMR192W	GYL1
0.0442	0.0313	2938	YGL256W	ADH4
0.0442	0.0426	4347	YMR054W	STV1
0.0442	0.0277	4068	YLR377C	FBP1
0.0442	0.0246	946	YHL029C	OCA5
0.0442	0.0234	2875	YGL194C	HOS2
0.0442	0.0339	5850	YPL244C	HUT1
0.0442	0.0360	6116	YDR525W-A	SNA2
0.0441	0.0307	5246	YOR033C	EXO1
0.0441	0.0290	1721	YKR101W	SIR1
0.0441	0.0347	464	YBR270C	BIT2
0.0441	0.0287	2748	YGL067W	NPY1
0.0441	0.0341	538	YCL051W	LRE1
0.0440	0.0328	704	YEL049W	PAU2
0.0440	0.0326	4390	YMR095C	SNO1
0.0440	0.0315	938	YHL021C	AIM17
0.0440	0.0351	5711	YPL105C	SYH1
0.0440	0.0355	4527	YMR225C	MRPL44
0.0440	0.0240	3516	YJR054W	KCH1
0.0440	0.0303	5577	YOR365C	YOR365C
0.0439	0.0332	5842	YPL236C	ENV7
0.0439	0.0323	34	YAL036C	RBG1
0.0439	0.0325	3545	YJR084W	YJR084W
0.0439	0.0381	2495	YDR368W	YPR1
0.0439	0.0306	1611	YKL216W	URA1
0.0439	0.0365	2698	YGL016W	KAP122
0.0438	0.0298	492	YBR298C	MAL31
0.0438	0.0313	5518	YOR306C	MCH5
0.0438	0.0256	4406	YMR111C	EUC1
0.0437	0.0262	3186	YGR241C	YAP1802
0.0437	0.0302	722	YEL067C	YEL067C
0.0436	0.0304	2272	YDR146C	SWI5
0.0435	0.0339	1244	YIL057C	RGI2
0.0435	0.0326	5597	YOR385W	YOR385W
0.0435	0.0326	1829	YFR038W	IRC5
0.0434	0.0348	6103	YCL001W-A	YCL001W-A
0.0434	0.0233	3203	YGR258C	RAD2
0.0434	0.0395	4744	YNL111C	CYB5
0.0433	0.0314	5344	YOR132W	VPS17
0.0433	0.0299	4787	YNL154C	YCK2
0.0433	0.0301	1711	YKR091W	SRL3
0.0433	0.0342	2839	YGL158W	RCK1
0.0432	0.0300	4555	YMR253C	YMR253C
0.0431	0.0366	784	YER053C	PIC2
0.0431	0.0361	1955	YDL077C	VAM6
0.0431	0.0298	4775	YNL142W	MEP2
0.0431	0.0296	5108	YOL058W	ARG1
0.0430	0.0337	5917	YPR030W	CSR2
0.0430	0.0304	2703	YGL021W	ALK1
0.0430	0.0273	6080	YPR194C	OPT2
0.0429	0.0290	3475	YJR010C-A	SPC1
0.0429	0.0280	922	YHL005C	YHL005C
0.0428	0.0275	5298	YOR085W	OST3
0.0428	0.0324	2762	YGL081W	YGL081W
0.0428	0.0332	1357	YIR001C	SGN1
0.0428	0.0327	3033	YGR088W	CTT1
0.0428	0.0292	796	YER065C	ICL1
0.0427	0.0316	2891	YGL210W	YPT32
0.0427	0.0402	2518	YDR391C	YDR391C
0.0426	0.0280	4104	YLR414C	PUN1
0.0426	0.0286	1427	YKL029C	MAE1
0.0425	0.0317	1229	YIL042C	PKP1
0.0424	0.0348	5005	YNR033W	ABZ1
0.0424	0.0253	4320	YMR025W	CSI1
0.0424	0.0257	5479	YOR268C	YOR268C
0.0424	0.0309	3382	YJL141C	YAK1
0.0424	0.0288	4693	YNL059C	ARP5
0.0423	0.0358	380	YBR186W	PCH2
0.0423	0.0269	3571	YJR109C	CPA2
0.0423	0.0301	5339	YOR127W	RGA1
0.0423	0.0294	1779	YFL015C	YFL015C
0.0423	0.0319	4143	YLR453C	RIF2
0.0422	0.0296	1107	YHR140W	YHR140W
0.0422	0.0327	1254	YIL067C	YIL067C
0.0422	0.0306	903	YER176W	ECM32
0.0421	0.0255	6010	YPR124W	CTR1
0.0421	0.0274	4582	YMR280C	CAT8
0.0420	0.0306	5177	YOL128C	YGK3
0.0420	0.0313	2352	YDR225W	HTA1
0.0420	0.0330	6070	YPR184W	GDB1
0.0420	0.0298	548	YCL064C	CHA1
0.0420	0.0354	2112	YDL233W	MFG1
0.0419	0.0370	5272	YOR059C	LPL1
0.0419	0.0397	5223	YOR009W	TIR4
0.0418	0.0303	522	YCL035C	GRX1
0.0418	0.0321	776	YER045C	ACA1
0.0418	0.0283	2133	YDR006C	SOK1
0.0417	0.0360	2076	YDL197C	ASF2
0.0417	0.0271	3579	YJR117W	STE24
0.0417	0.0279	2229	YDR102C	YDR102C
0.0416	0.0295	4780	YNL147W	LSM7
0.0416	0.0299	258	YBR062C	YBR062C
0.0416	0.0336	3629	YLL005C	SPO75
0.0415	0.0307	5407	YOR195W	SLK19
0.0415	0.0324	4122	YLR432W	IMD3
