"ORF","SGD","ENTREZID","GENENAME","ENSEMBL"
"YMR275C","S000004888","855318","BUL1","YMR275C"
"YKL184W","S000001667","853651","SPE1","YKL184W"
"YML111W","S000004579","854929","BUL2","YML111W"
"YJL061W","S000003597","853385","NUP82","YJL061W"
"YDR182W-A","S000028539","1466434",NA,"YDR182W-A"
"YLL066C","S000003989","850660",NA,NA
"YPL102C","S000006023",NA,NA,NA
"YGR203W","S000003435","853117","YCH1","YGR203W"
"YGR286C","S000003518","853203","BIO2","YGR286C"
"YML104C","S000004572","854867","MDM1","YML104C"
"YDR036C","S000002443","851606","EHD3","YDR036C"
"YPL146C","S000006067","855957","NOP53","YPL146C"
"YKL170W","S000001653","853684","MRPL38","YKL170W"
"YLR295C","S000004286","851002","ATP14","YLR295C"
"YDR089W","S000002496","851663","VTC5","YDR089W"
"YKR082W","S000001790","853957","NUP133","YKR082W"
"YMR172W","S000004783","855208","HOT1","YMR172W"
"YFR002W","S000001898","850552","NIC96","YFR002W"
"YNR035C","S000005318","855771","ARC35","YNR035C"
"YLR037C","S000004027","850726","PAU23","YLR037C"
"YFL001W","S000001895","850550","DEG1","YFL001W"
"YBR296C","S000000500","852599","PHO89","YBR296C"
"YNL290W","S000005234","855426","RFC3","YNL290W"
"YHR121W","S000001163","856521","LSM12","YHR121W"
"YKL196C","S000001679","853638","YKT6","YKL196C"
"YBR182C-A","S000028603","1466446",NA,"YBR182C-A"
"YGL115W","S000003083","852763","SNF4","YGL115W"
"YKL045W","S000001528","853821","PRI2","YKL045W"
"YDR361C","S000002769","851963","BCP1","YDR361C"
"YDR308C","S000002716","851903","SRB7","YDR308C"
"YEL051W","S000000777","856659","VMA8","YEL051W"
"YPL175W","S000006096","855928","SPT14","YPL175W"
"YFR022W","S000001918","850578","ROG3","YFR022W"
"YMR117C","S000004723","855144","SPC24","YMR117C"
"YLR389C","S000004381","851105","STE23","YLR389C"
"YBR162W-A","S000002158","852460","YSY6","YBR162W-A"
"YGR151C","S000003383",NA,NA,NA
"YJL042W","S000003578","853408","MHP1","YJL042W"
"YDR366C","S000002774","851972",NA,"YDR366C"
"YOL146W","S000005506","854019","PSF3","YOL146W"
"YIL041W","S000001303","854770","GVP36","YIL041W"
"YOL072W","S000005433","854082","THP1","YOL072W"
"YER006C-A","S000028745",NA,NA,NA
"YGR230W","S000003462","853145","BNS1","YGR230W"
"YGL035C","S000003003","852848","MIG1","YGL035C"
"YIR027C","S000001466","854845","DAL1","YIR027C"
"YIL015W","S000001277","854797","BAR1","YIL015W"
"YBL100W-C","S000028598","1466439",NA,"YBL100W-C"
"YDR354W","S000002762","851956","TRP4","YDR354W"
"YBR161W","S000000365","852458","CSH1","YBR161W"
"YDL190C","S000002349","851337","UFD2","YDL190C"
"YPR008W","S000006212","856117","HAA1","YPR008W"
"YBR266C","S000000470","852570","SLM6",NA
"YHL030W-A","S000028773",NA,NA,NA
"YNL170W","S000005114",NA,NA,NA
"YDL041W","S000002199",NA,NA,NA
"YLR350W","S000004342","851064","ORM2","YLR350W"
"YML008C","S000004467","855003","ERG6","YML008C"
"YMR139W","S000004747","855170","RIM11","YMR139W"
"YOL060C","S000005421","854094","MAM3","YOL060C"
"YBL047C","S000000143","852233","EDE1","YBL047C"
"YNR002C","S000005285","855736","ATO2","YNR002C"
"YDR170W-A","S000007227","851750",NA,NA
"YIL134W","S000001396","854672","FLX1","YIL134W"
"YPL132W","S000006053","855971","COX11","YPL132W"
"YGR193C","S000003425","853107","PDX1","YGR193C"
"YNL185C","S000005129","855536","MRPL19","YNL185C"
"YFR043C","S000001939","850604","IRC6","YFR043C"
"YBR163W","S000000367","852461","EXO5","YBR163W"
"YPR073C","S000006277","856187","LTP1","YPR073C"
"YHR190W","S000001233","856597","ERG9","YHR190W"
"YKR001C","S000001709","853870","VPS1","YKR001C"
"YNL049C","S000004994","855678","SFB2","YNL049C"
"YEL062W","S000000788","856647","NPR2","YEL062W"
"YMR061W","S000004665","855083","RNA14","YMR061W"
"YBL020W","S000000116","852261","RFT1","YBL020W"
"YPL011C","S000005932","856096","TAF3","YPL011C"
"YIL094C","S000001356","854714","LYS12","YIL094C"
"YNL235C","S000005179",NA,NA,NA
"YDR276C","S000002684","851869","PMP3","YDR276C"
"YDR400W","S000002808","852009","URH1","YDR400W"
"YJL172W","S000003708","853267","CPS1","YJL172W"
"YPL041C","S000005962","856066","MRX11","YPL041C"
"YIL102C-A","S000113587","3799974",NA,"YIL102C-A"
"YIL050W","S000001312","854761","PCL7","YIL050W"
"YJL127W-A","S000007612",NA,NA,NA
"YBR166C","S000000370","852464","TYR1","YBR166C"
"YPL168W","S000006089","855935","MRX4","YPL168W"
"YBL013W","S000000109","852270","FMT1","YBL013W"
"YKL119C","S000001602","853741","VPH2","YKL119C"
"YOR218C","S000005744",NA,NA,NA
"YPR010C-A","S000122558","5142379",NA,"YPR010C-A"
"YCR094W","S000000690","850456","CDC50","YCR094W"
"YHR113W","S000001155","856513","APE4","YHR113W"
"YAR031W","S000000078","851282","PRM9","YAR031W"
"YER072W","S000000874","856803","VTC1","YER072W"
"YML049C","S000004513","854956","RSE1","YML049C"
"YPL101W","S000006022","856002","ELP4","YPL101W"
"YHL017W","S000001009","856369",NA,"YHL017W"
"YDR327W","S000002735",NA,NA,NA
"YOR304C-A","S000005830","854481","BIL1","YOR304C-A"
"YGL122C","S000003090","852755","NAB2","YGL122C"
"YDR467C","S000002875",NA,NA,NA
"YBR250W","S000000454","852552","SPO23","YBR250W"
"YER057C","S000000859","856785","HMF1","YER057C"
"YIR030C","S000001469","854848","DCG1","YIR030C"
"YOL057W","S000005418","854097",NA,"YOL057W"
"YDR126W","S000002533","851704","SWF1","YDR126W"
"YDL067C","S000002225","851492","COX9","YDL067C"
"YCR104W","S000000701","850468","PAU3","YCR104W"
"YHR048W","S000001090","856444","YHK8","YHR048W"
"YER119C","S000000921","856855","AVT6","YER119C"
"YDR404C","S000002812","852013","RPB7","YDR404C"
"YLL007C","S000003930","850653","LMO1","YLL007C"
"YDL080C","S000002238","851479","THI3","YDL080C"
"YMR166C","S000004776","855202","MME1","YMR166C"
"YMR099C","S000004705","855125",NA,"YMR099C"
"YLR096W","S000004086","850785","KIN2","YLR096W"
"YAL033W","S000000031","851200","POP5","YAL033W"
"YAL029C","S000000027","851204","MYO4","YAL029C"
"YLR027C","S000004017","850714","AAT2","YLR027C"
"YGR199W","S000003431","853113","PMT6","YGR199W"
"YEL067C","S000000793","856643",NA,"YEL067C"
"YNR067C","S000005350","855804","DSE4","YNR067C"
"YDL055C","S000002213","851504","PSA1","YDL055C"
"YBR058C","S000000262","852349","UBP14","YBR058C"
"YLR190W","S000004180","850887","MMR1","YLR190W"
"YML012C-A","S000004474",NA,NA,NA
"YOR008C","S000005534","854170","SLG1","YOR008C"
"YGR120C","S000003352","853017","COG2","YGR120C"
"YOR156C","S000005682","854327","NFI1","YOR156C"
"YGL107C","S000003075","852771","RMD9","YGL107C"
"YPR191W","S000006395","856321","QCR2","YPR191W"
"YMR225C","S000004838","855265","MRPL44","YMR225C"
"YNL289W","S000005233","855427","PCL1","YNL289W"
"YFL021W","S000001873","850523","GAT1","YFL021W"
"YCR082W","S000000678","850443","AHC2","YCR082W"
"YKL143W","S000001626","853714","LTV1","YKL143W"
"YNL284C-B","S000007387","855433",NA,NA
"YBL011W","S000000107","852271","SCT1","YBL011W"
"YGL196W","S000003164","852679","DSD1","YGL196W"
"YMR080C","S000004685","855104","NAM7","YMR080C"
"YDR316W-A","S000007398","851913",NA,NA
"YBL096C","S000000192",NA,NA,NA
"YML114C","S000004582","854926","TAF8","YML114C"
"YOR325W","S000005852",NA,NA,NA
"YNL071W","S000005015","855653","LAT1","YNL071W"
"YML102W","S000004570","854869","CAC2","YML102W"
"YPR107C","S000006311","856222","YTH1","YPR107C"
"YGR056W","S000003288","852947","RSC1","YGR056W"
"YBR275C","S000000479","852578","RIF1","YBR275C"
"YMR306W","S000004923","855353","FKS3","YMR306W"
"YOL037C","S000005397",NA,NA,NA
"YDR470C","S000002878","852081","UGO1","YDR470C"
"YHR114W","S000001156","856514","BZZ1","YHR114W"
"YGR108W","S000003340","853002","CLB1","YGR108W"
"YDL122W","S000002280","851435","UBP1","YDL122W"
"YLR206W","S000004196","850903","ENT2","YLR206W"
"YPL069C","S000005990","856036","BTS1","YPL069C"
"YDR182W","S000002590","851763","CDC1","YDR182W"
"YDR236C","S000002644","851822","FMN1","YDR236C"
"YGR206W","S000003438","853120","MVB12","YGR206W"
"YER088C-A","S000028754",NA,NA,NA
"YPR141C","S000006345","856263","KAR3","YPR141C"
"YPR172W","S000006376","856302",NA,"YPR172W"
"YOR288C","S000005814","854462","MPD1","YOR288C"
"YLR375W","S000004367","851089","STP3","YLR375W"
"YNL282W","S000005226","855439","POP3","YNL282W"
"YDR100W","S000002507","851677","TVP15","YDR100W"
"YML083C","S000004548","854891",NA,"YML083C"
"YOR207C","S000005733","854382","RET1","YOR207C"
"YDR119W-A","S000113555","3799970","COX26","YDR119W-A"
"YPR109W","S000006313","856225",NA,"YPR109W"
"YOR087W","S000005613","854255","YVC1","YOR087W"
"YNL025C","S000004970","855706","SSN8","YNL025C"
"YNR040W","S000005323","855776",NA,"YNR040W"
"YHR051W","S000001093","856448","COX6","YHR051W"
"YLR049C","S000004039","850738",NA,"YLR049C"
"YMR208W","S000004821","855248","ERG12","YMR208W"
"YLR412C-A","S000028572","1466424",NA,"YLR412C-A"
"YDR256C","S000002664","851843","CTA1","YDR256C"
"YOR158W","S000005684","854329","PET123","YOR158W"
"YPR157W","S000006361","856280","TDA6","YPR157W"
"YGL019W","S000002987","852865","CKB1","YGL019W"
"YNL028W","S000004973",NA,NA,NA
"YJR044C","S000003805","853502","VPS55","YJR044C"
"YPR076W","S000006280",NA,NA,NA
"YBR242W","S000000446","852544",NA,"YBR242W"
"YNL002C","S000004947","855730","RLP7","YNL002C"
"YIL106W","S000001368","854700","MOB1","YIL106W"
"YNL181W","S000005125","855540","PBR1","YNL181W"
"YGL198W","S000003166","852676","YIP4","YGL198W"
"YDL182W","S000002341","851346","LYS20","YDL182W"
"YGL036W","S000003004","852847",NA,"YGL036W"
"YIL145C","S000001407","854661","PAN6","YIL145C"
"YBR052C","S000000256","852341","RFS1","YBR052C"
"YIR035C","S000001474","854853",NA,"YIR035C"
"YDR065W","S000002472","851637","RRG1","YDR065W"
"YNL097C-B","S000028699","1466513",NA,"YNL097C-B"
"YPR143W","S000006347","856264","RRP15","YPR143W"
"YDR407C","S000002815","852016","TRS120","YDR407C"
"YLR430W","S000004422","851150","SEN1","YLR430W"
"YGR250C","S000003482","853165","RIE1","YGR250C"
"YJL216C","S000003752","853214","IMA5","YJL216C"
"YEL025C","S000000751","856688",NA,"YEL025C"
"YPR194C","S000006398","856324","OPT2","YPR194C"
"YLR417W","S000004409","851135","VPS36","YLR417W"
"YMR304C-A","S000004919",NA,NA,NA
"YBL065W","S000000161",NA,NA,NA
"YPR196W","S000006400","856326",NA,"YPR196W"
"YLR411W","S000004403","851129","CTR3","YLR411W"
"YJL167W","S000003703","853272","ERG20","YJL167W"
"YHR101C","S000001143","856501","BIG1","YHR101C"
"YDR510C-A","S000028615",NA,NA,NA
"YBR174C","S000000378",NA,NA,NA
"YBR146W","S000000350","852443","MRPS9","YBR146W"
"YEL056W","S000000782","856654","HAT2","YEL056W"
"YGR095C","S000003327","852987","RRP46","YGR095C"
"YNL272C","S000005216","855449","SEC2","YNL272C"
"YJL007C","S000003544","853449",NA,NA
"YGR287C","S000003519","853204","IMA1","YGR287C"
"YLR035C-A","S000007225","850724",NA,NA
"YJR024C","S000003785","853481","MDE1","YJR024C"
"YEL009C","S000000735","856709","GCN4","YEL009C"
"YPL202C","S000006123","855899","AFT2","YPL202C"
"YKL211C","S000001694","853669","TRP3","YKL211C"
"YOR056C","S000005582","854221","NOB1","YOR056C"
"YDL022W","S000002180","851539","GPD1","YDL022W"
"YAL035W","S000000033","851196","FUN12","YAL035W"
"YIL029C","S000001291","854783",NA,"YIL029C"
"YDR197W","S000002605","851778","CBS2","YDR197W"
"YLL028W","S000003951","850631","TPO1","YLL028W"
"YCL001W","S000000507","850354","RER1","YCL001W"
"YOR291W","S000005817","854466","YPK9","YOR291W"
"YER053C","S000000855","856779","PIC2","YER053C"
"YIL091C","S000001353","854717","UTP25","YIL091C"
"YDR456W","S000002864","852066","NHX1","YDR456W"
"YEL015W","S000000741","856700","EDC3","YEL015W"
"YPL193W","S000006114","855908","RSA1","YPL193W"
"YBR017C","S000000221","852305","KAP104","YBR017C"
"YCL022C","S000000527",NA,NA,NA
"YHL030W","S000001022","856355","ECM29","YHL030W"
"YOR221C","S000005747","854396","MCT1","YOR221C"
"YLL017W","S000003940","2827706",NA,NA
"YLR209C","S000004199","850906","PNP1","YLR209C"
"YGR204W","S000003436","853118","ADE3","YGR204W"
"YBR012C","S000000216",NA,NA,NA
"YDR192C","S000002600","851774","NUP42","YDR192C"
"YLR132C","S000004122","850823","USB1","YLR132C"
"YIL009C-A","S000006432","854806","EST3","YIL009C-A"
"YDR333C","S000002741","851933","RQC1","YDR333C"
"YMR070W","S000004674","855092","MOT3","YMR070W"
"YLR443W","S000004435","851164","ECM7","YLR443W"
"YJL041W","S000003577","853409","NSP1",NA
"YJR133W","S000003894","853597","XPT1","YJR133W"
"YHR187W","S000001230","856594","IKI1","YHR187W"
"YFL018C","S000001876","850527","LPD1","YFL018C"
"YMR122W-A","S000007524","855152",NA,"YMR122W-A"
"YDR524C","S000002932","852136","AGE1","YDR524C"
"YGL194C-A","S000087160","3799973",NA,"YGL194C-A"
"YJR053W","S000003814","853513","BFA1","YJR053W"
"YGR240C","S000003472","853155","PFK1","YGR240C"
"YPR034W","S000006238","856146","ARP7","YPR034W"
"YKL063C","S000001546","853802",NA,"YKL063C"
"YNL201C","S000005145","855520","PSY2","YNL201C"
"YLR017W","S000004007","850704","MEU1","YLR017W"
"YJL025W","S000003562","853428","RRN7","YJL025W"
"YMR043W","S000004646","855060","MCM1","YMR043W"
"YPL098C","S000006019","856006","MGR2","YPL098C"
"YAL037C-A","S000028732","1466428",NA,"YAL037C-A"
"YNL043C","S000004988",NA,NA,NA
"YJL168C","S000003704","853271","SET2","YJL168C"
"YPR166C","S000006370","856295","MRP2","YPR166C"
"YJR012C","S000003773","853469",NA,"YJR012C"
"YML078W","S000004543","854897","CPR3","YML078W"
"YDR083W","S000002490","851656","RRP8","YDR083W"
"YJR076C","S000003837","853539","CDC11","YJR076C"
"YDR038C","S000002445","851608","ENA5","YDR038C"
"YDL088C","S000002246","851470","ASM4","YDL088C"
"YCL058C","S000000563","850299","FYV5","YCL058C"
"YJR075W","S000003836","853538","HOC1","YJR075W"
"YOR356W","S000005883","854538","CIR2","YOR356W"
"YAL041W","S000000039","851190","CDC24","YAL041W"
"YIL124W","S000001386","854682","AYR1","YIL124W"
"YKL100C","S000001583","853761","YPF1","YKL100C"
"YDL023C","S000002181",NA,NA,NA
"YDR302W","S000002710","851896","GPI11","YDR302W"
"YMR222C","S000004835","855262","FSH2","YMR222C"
"YDR245W","S000002653","851832","MNN10","YDR245W"
"YCL068C","S000000573","850291",NA,"YCL068C"
"YJL095W","S000003631","853350","BCK1","YJL095W"
"YJR160C","S000003921","853625","MPH3","YJR160C"
"YIL115C","S000001377","854691","NUP159","YIL115C"
"YDR046C","S000002453","851616","BAP3","YDR046C"
"YCR051W","S000000647","850418",NA,"YCR051W"
"YIL058W","S000001320",NA,NA,NA
"YHR063C","S000001105","856460","PAN5","YHR063C"
"YER074W-A","S000007651","856806","YOS1","YER074W-A"
"YGL222C","S000003190","852650","EDC1","YGL222C"
"YLR278C","S000004268","850984",NA,"YLR278C"
"YMR279C","S000004892","855322",NA,"YMR279C"
"YOL147C","S000005507","854018","PEX11","YOL147C"
"YNL287W","S000005231","855429","SEC21","YNL287W"
"YDR391C","S000002799","852000",NA,"YDR391C"
"YGR131W","S000003363","853032","FHN1","YGR131W"
"YDR463W","S000002871","852074","STP1","YDR463W"
"YOR331C","S000005858",NA,NA,NA
"YNR055C","S000005338","855792","HOL1","YNR055C"
"YDR354C-A","S000028613",NA,NA,NA
"YLR465C","S000004457",NA,"BSC3",NA
"YKL165C-A","S000007617",NA,NA,NA
"YPR122W","S000006326","856240","AXL1","YPR122W"
"YML057C-A","S000004522",NA,NA,NA
"YGR208W","S000003440","853122","SER2","YGR208W"
"YPL148C","S000006069","855955","PPT2","YPL148C"
"YGL092W","S000003060","852788","NUP145","YGL092W"
"YJR065C","S000003826","853528","ARP3","YJR065C"
"YJL058C","S000003594","853388","BIT61","YJL058C"
"YLR438W","S000004430","851158","CAR2","YLR438W"
"YFL010C","S000001884","850538","WWM1","YFL010C"
"YDL131W","S000002289","851425","LYS21","YDL131W"
"YDR455C","S000002863",NA,NA,NA
"YKL220C","S000001703","853660","FRE2","YKL220C"
"YDR303C","S000002711","851897","RSC3","YDR303C"
"YOR099W","S000005625","854266","KTR1","YOR099W"
"YGL021W","S000002989","852863","ALK1","YGL021W"
"YPL067C","S000005988","856038",NA,"YPL067C"
"YKL003C","S000001486","853867","MRP17","YKL003C"
"YLR239C","S000004229","850940","LIP2","YLR239C"
"YAR014C","S000000069","851271","BUD14","YAR014C"
"YBL079W","S000000175","852199","NUP170","YBL079W"
"YOR210W","S000005736","854385","RPB10","YOR210W"
"YBR012W-A","S000002154","852298",NA,NA
"YDR427W","S000002835","852037","RPN9","YDR427W"
"YGL207W","S000003175","852665","SPT16","YGL207W"
"YMR237W","S000004850","855277","BCH1","YMR237W"
"YKL021C","S000001504","853847","MAK11",NA
"YGL151W","S000003119","852726","NUT1","YGL151W"
"YBR289W","S000000493","852592","SNF5","YBR289W"
"YNL085W","S000005029","855639","MKT1","YNL085W"
"YGL049C","S000003017","852833","TIF4632","YGL049C"
"YER027C","S000000829","856749","GAL83","YER027C"
"YNL243W","S000005187","855478","SLA2","YNL243W"
"YJR118C","S000003879","853582","ILM1","YJR118C"
"YCL054W","S000000559","850304","SPB1","YCL054W"
"YLR341W","S000004333","851054","SPO77","YLR341W"
"YER178W","S000000980","856925","PDA1","YER178W"
"YLR202C","S000004192",NA,NA,NA
"YHR070C-A","S000028780",NA,NA,NA
"YMR005W","S000004607","855017","TAF4","YMR005W"
"YPL116W","S000006037","855987","HOS3","YPL116W"
"YGR235C","S000003467","853150","MIC26","YGR235C"
"YBR245C","S000000449","852547","ISW1","YBR245C"
"YMR010W","S000004612","855022","ANY1","YMR010W"
"YDR301W","S000002709","851895","CFT1","YDR301W"
"YNL268W","S000005212","855453","LYP1","YNL268W"
"YPR020W","S000006224","856131","ATP20","YPR020W"
"YCR066W","S000000662","850430","RAD18","YCR066W"
"YER093C-A","S000002960","856829","AIM11","YER093C-A"
"YMR082C","S000004687","855106",NA,NA
"YMR072W","S000004676","855094","ABF2","YMR072W"
"YHR079C","S000001121","856478","IRE1","YHR079C"
"YDR151C","S000002558","851729","CTH1","YDR151C"
"YJR045C","S000003806","853503","SSC1","YJR045C"
"YLR045C","S000004035","850734","STU2","YLR045C"
"YCR102W-A","S000007231",NA,NA,NA
"YER105C","S000000907","856842","NUP157","YER105C"
"YNR061C","S000005344","855798",NA,"YNR061C"
"YMR192W","S000004804","855230","GYL1","YMR192W"
"YKL210W","S000001693","853670","UBA1","YKL210W"
"YML079W","S000004544","854896",NA,"YML079W"
"YOR352W","S000005879","854534","TFB6","YOR352W"
"YCR075C","S000000671","850438","ERS1","YCR075C"
"YDR294C","S000002702","851888","DPL1","YDR294C"
"YFR056C","S000001951",NA,NA,NA
"YOR323C","S000005850","854501","PRO2","YOR323C"
"YKR043C","S000001751","853917","SHB17","YKR043C"
"YKL011C","S000001494","853858","CCE1","YKL011C"
"YMR015C","S000004617","855029","ERG5","YMR015C"
"YBL032W","S000000128","852248","HEK2","YBL032W"
"YPL089C","S000006010","856016","RLM1","YPL089C"
"YCL036W","S000000541","850321","GFD2","YCL036W"
"YBR261C","S000000465","852564","TAE1","YBR261C"
"YKL182W","S000001665","853653","FAS1","YKL182W"
"YDL226C","S000002385","851372","GCS1","YDL226C"
"YGR134W","S000003366","853035","CAF130","YGR134W"
"YDR415C","S000002823","852024",NA,"YDR415C"
"YIL100C-A","S000028794",NA,NA,NA
"YGL084C","S000003052","852796","GUP1","YGL084C"
"YOR116C","S000005642","854283","RPO31","YOR116C"
"YDR224C","S000002632","851810","HTB1","YDR224C"
"YMR223W","S000004836","855263","UBP8","YMR223W"
"YBR035C","S000000239","852323","PDX3","YBR035C"
"YLR358C","S000004350","851072",NA,"YLR358C"
"YPL031C","S000005952","856076","PHO85","YPL031C"
"YOR002W","S000005528","854163","ALG6","YOR002W"
"YDL189W","S000002348","851338","RBS1","YDL189W"
"YDR211W","S000002619","851797","GCD6","YDR211W"
"YDR115W","S000002522","851692","MRX14","YDR115W"
"YNL275W","S000005219","855446","BOR1","YNL275W"
"YDR293C","S000002701","851887","SSD1","YDR293C"
"YHR024C","S000001066","856419","MAS2","YHR024C"
"YDR141C","S000002548","851719","DOP1","YDR141C"
"YJL075C","S000003611","853370","APQ13",NA
"YFR034W-A","S000028631",NA,NA,NA
"YLR057W","S000004047","850746","MNL2","YLR057W"
"YDL042C","S000002200","851520","SIR2","YDL042C"
"YDR145W","S000002552","851723","TAF12","YDR145W"
"YIR010W","S000001449","854827","DSN1","YIR010W"
"YNL166C","S000005110","855555","BNI5","YNL166C"
"YPL153C","S000006074","855950","RAD53","YPL153C"
"YGL259W","S000003228","852632","YPS5","YGL259W"
"YBR288C","S000000492","852591","APM3","YBR288C"
"YOR334W","S000005861","854511","MRS2","YOR334W"
"YGR119C","S000003351","853016","NUP57","YGR119C"
"YPL254W","S000006175","855821","HFI1","YPL254W"
"YNL158W","S000005102","855564","PGA1","YNL158W"
"YMR129W","S000004736","855159","POM152","YMR129W"
"YBR254C","S000000458","852556","TRS20","YBR254C"
"YOR184W","S000005710","854356","SER1","YOR184W"
"YMR298W","S000004913","855344","LIP1","YMR298W"
"YOR128C","S000005654","854295","ADE2","YOR128C"
