"baseMean","log2FoldChange","lfcSE","pvalue","padj","orf_name","contrast"
1094.15377609562,-0.0138631279624137,0.0436645235947918,0.663194819645138,0.869505245266305,"YDL248W","CRISPY_vs_WT_plas"
122.788879421987,-0.0121887391654885,0.0630331274108133,0.541727384831065,NA,"YDL247W-A","CRISPY_vs_WT_plas"
98.0813968314893,-0.001217854229817,0.061357860057848,0.953650246164089,NA,"YDL247W","CRISPY_vs_WT_plas"
56.0754633669282,0.0141825638139604,0.0640668316570463,0.455885339191229,NA,"YDL246C","CRISPY_vs_WT_plas"
347.804213300078,0.0323717097329169,0.0613695535140997,0.31639144309184,NA,"YDL245C","CRISPY_vs_WT_plas"
347.124407087615,0.00592760229862378,0.0536365963049255,0.841454894676885,NA,"YDL244W","CRISPY_vs_WT_plas"
687.845387738732,0.0407840819139427,0.0579249207939809,0.249536364251064,0.556994644154312,"YDL243C","CRISPY_vs_WT_plas"
233.160200035237,-0.0135878825405451,0.057425685634142,0.635585484798161,NA,"YDL242W","CRISPY_vs_WT_plas"
65.4748308749804,0.0257315015005468,0.0684941639680138,0.212826558044043,NA,"YDL241W","CRISPY_vs_WT_plas"
7.03173747941447,0.00374823564302175,0.0649192664024359,0.504033938111404,NA,"YDL240C-A","CRISPY_vs_WT_plas"
1787.69493176895,-0.0332672913793797,0.0430271403754943,0.293222729849665,0.602770227064525,"YDL240W","CRISPY_vs_WT_plas"
1414.86503629419,0.0296272650926547,0.0421648165906569,0.376828754406174,0.686265318171184,"YDL239C","CRISPY_vs_WT_plas"
1629.32320757932,-0.037994349866485,0.0411390536731501,0.242525596950382,0.548282295916556,"YDL238C","CRISPY_vs_WT_plas"
3445.19365899224,-0.0377096895856557,0.0449790462477607,0.265378897542637,0.574935760387347,"YDL237W","CRISPY_vs_WT_plas"
454.778241668348,-0.0603486221017782,0.0737602625805672,0.119810577508169,0.363793950663537,"YDL236W","CRISPY_vs_WT_plas"
891.022893493579,0.0278303762221401,0.0562419204835952,0.400069743177148,0.704218953086459,"YDL235C","CRISPY_vs_WT_plas"
5980.45002140913,0.0564987093859164,0.0347082606657096,0.0569563417958334,0.23367075934389,"YDL234C","CRISPY_vs_WT_plas"
1281.13262726537,0.00774918604803818,0.0448400657731347,0.833806675894925,0.947168470675766,"YDL233W","CRISPY_vs_WT_plas"
818.818094668599,0.00430734898293462,0.0505230268239626,0.892286687029349,0.96749656174009,"YDL232W","CRISPY_vs_WT_plas"
4126.98029973143,0.0464862106316509,0.0329702371909701,0.106053933378193,0.338788264341727,"YDL231C","CRISPY_vs_WT_plas"
948.139270068183,-0.0292967599567079,0.0480971377602018,0.384514229904791,0.691015427125786,"YDL230W","CRISPY_vs_WT_plas"
5332.61822406208,0.0437193658479791,0.0510832306037362,0.235578761381701,0.539451930305627,"YDL229W","CRISPY_vs_WT_plas"
