"","target_orf","target","source_orf","source","interactor","min_peps","min_prob","min_crap_expt","pma_int"
"1778","YNR038W","DBP6","YJR045C","SSC1","Predicted",1,80,13,"Not A PMA1 Interactor"
"1779","YNR038W","DBP6","YMR186W","HSC82","Predicted",1,80,13,"Not A PMA1 Interactor"
"1784","YOL061W","PRS5","YMR186W","HSC82","Predicted",1,80,13,"Not A PMA1 Interactor"
"1805","YOL061W","PRS5","YJR045C","SSC1","Predicted",1,80,13,"Not A PMA1 Interactor"
"1808","YOL061W","PRS5","YKL181W","PRS1","Predicted",1,80,13,"Not A PMA1 Interactor"
"1822","YOR136W","IDH2","YMR186W","HSC82","Predicted",1,80,13,"Not A PMA1 Interactor"
"1836","YOR136W","IDH2","YGL195W","GCN1","Co-complex",1,80,13,"Not A PMA1 Interactor"
"1844","YOR136W","IDH2","YJR045C","SSC1","Predicted",1,80,13,"Not A PMA1 Interactor"
"1851","YOR136W","IDH2","YDR190C","RVB1","Predicted",1,80,13,"Not A PMA1 Interactor"
"1858","YOR136W","IDH2","YJL130C","URA2","Predicted",1,80,13,"Not A PMA1 Interactor"
"1866","YOR136W","IDH2","YFL037W","TUB2","Predicted",1,80,13,"Not A PMA1 Interactor"
"1877","YOR136W","IDH2","YGL195W","GCN1","Predicted",1,80,13,"Not A PMA1 Interactor"
"1879","YOR136W","IDH2","YJR109C","CPA2","Predicted",1,80,13,"Not A PMA1 Interactor"
"1883","YOR151C","RPB2","YJR045C","SSC1","Predicted",1,80,13,"Not A PMA1 Interactor"
"1884","YOR151C","RPB2","YJR072C","NPA3","Predicted",1,80,13,"Not A PMA1 Interactor"
"1887","YOR151C","RPB2","YLR106C","MDN1","Co-complex",1,80,13,"Not A PMA1 Interactor"
"1922","YOR151C","RPB2","YLR106C","MDN1","Predicted",1,80,13,"Not A PMA1 Interactor"
"1933","YOR260W","GCD1","YLR044C","PDC1","Predicted",1,80,13,"Not A PMA1 Interactor"
"1940","YPL106C","SSE1","YJR045C","SSC1","Predicted",1,80,13,"Not A PMA1 Interactor"
"1941","YPL106C","SSE1","YJR072C","NPA3","Predicted",1,80,13,"Not A PMA1 Interactor"
"1962","YPL106C","SSE1","YMR186W","HSC82","Predicted",1,80,13,"Not A PMA1 Interactor"
"1971","YPL106C","SSE1","YDL103C","QRI1","Predicted",1,80,13,"Not A PMA1 Interactor"
"1974","YPL106C","SSE1","YHR064C","SSZ1","Predicted",1,80,13,"Not A PMA1 Interactor"
"1985","YPL106C","SSE1","YLR347C","KAP95","Predicted",1,80,13,"Not A PMA1 Interactor"
"2003","YPL106C","SSE1","YLR153C","ACS2","Predicted",1,80,13,"Not A PMA1 Interactor"
"2006","YPL106C","SSE1","YDL055C","PSA1","Predicted",1,80,13,"Not A PMA1 Interactor"
"2008","YPL106C","SSE1","YGL206C","CHC1","Predicted",1,80,13,"Not A PMA1 Interactor"
"2033","YPL110C","GDE1","YJR045C","SSC1","Predicted",1,80,13,"Not A PMA1 Interactor"
"2035","YPL110C","GDE1","YHR064C","SSZ1","Predicted",1,80,13,"Not A PMA1 Interactor"
"2040","YPL110C","GDE1","YDR099W","BMH2","Predicted",1,80,13,"Not A PMA1 Interactor"
"2059","YPL226W","NEW1","YIL142W","CCT2","Predicted",1,80,13,"Not A PMA1 Interactor"
"2066","YPL226W","NEW1","YOR136W","IDH2","Predicted",1,80,13,"Not A PMA1 Interactor"
"2069","YPL226W","NEW1","YMR186W","HSC82","Predicted",1,80,13,"Not A PMA1 Interactor"
"2074","YPL226W","NEW1","YPL106C","SSE1","Predicted",1,80,13,"Not A PMA1 Interactor"
"2083","YPL226W","NEW1","YJR045C","SSC1","Predicted",1,80,13,"Not A PMA1 Interactor"
"2086","YPL226W","NEW1","YHR064C","SSZ1","Predicted",1,80,13,"Not A PMA1 Interactor"
"2088","YPL226W","NEW1","YDL055C","PSA1","Predicted",1,80,13,"Not A PMA1 Interactor"
"2101","YPL237W","SUI3","YOR260W","GCD1","Co-complex",1,80,13,"Not A PMA1 Interactor"
"2104","YPL237W","SUI3","YBR069C","TAT1","Predicted",1,80,13,"Not A PMA1 Interactor"
"2108","YPL237W","SUI3","YBR079C","RPG1","Co-complex",1,80,13,"Not A PMA1 Interactor"
"2109","YPL237W","SUI3","YDR508C","GNP1","Predicted",1,80,13,"Not A PMA1 Interactor"
"2115","YPL237W","SUI3","YGR191W","HIP1","Predicted",1,80,13,"PMA1 Interactor"
"2127","YPL237W","SUI3","YOR260W","GCD1","Literature",1,80,13,"Not A PMA1 Interactor"
"2140","YPL237W","SUI3","YBR079C","RPG1","Predicted",1,80,13,"Not A PMA1 Interactor"
"2142","YPL237W","SUI3","YOR260W","GCD1","Predicted",1,80,13,"Not A PMA1 Interactor"
"2161","YPL249C","GYP5","YMR186W","HSC82","Predicted",1,80,13,"Not A PMA1 Interactor"
"2168","YPL249C","GYP5","YPL106C","SSE1","Predicted",1,80,13,"Not A PMA1 Interactor"
"2169","YPL249C","GYP5","YJR045C","SSC1","Predicted",1,80,13,"Not A PMA1 Interactor"
"2177","YPL249C","GYP5","YBR079C","RPG1","Predicted",1,80,13,"Not A PMA1 Interactor"
"2193","YPR156C","TPO3","YHR174W","ENO2","Predicted",1,80,13,"Not A PMA1 Interactor"
"2205","YPR156C","TPO3","YDR141C","DOP1","Predicted",1,80,13,"Not A PMA1 Interactor"
"2229","YPR156C","TPO3","YML072C","TCB3","Predicted",1,80,13,"Not A PMA1 Interactor"
"2238","YPR156C","TPO3","YJR045C","SSC1","Predicted",1,80,13,"Not A PMA1 Interactor"
"2239","YPR156C","TPO3","YPL106C","SSE1","Predicted",1,80,13,"Not A PMA1 Interactor"
"2241","YPR156C","TPO3","YER145C","FTR1","Predicted",1,80,13,"Not A PMA1 Interactor"
"2245","YPR156C","TPO3","YMR186W","HSC82","Predicted",1,80,13,"Not A PMA1 Interactor"
"2259","YPR181C","SEC23","YMR186W","HSC82","Predicted",1,80,13,"Not A PMA1 Interactor"
"2268","YPR181C","SEC23","YJR045C","SSC1","Predicted",1,80,13,"Not A PMA1 Interactor"
"11","YBR080C","SEC18","YBL050W","SEC17","Literature",1,80,15,"Not A PMA1 Interactor"
"17","YBR127C","VMA2","YBR069C","TAT1","Predicted",1,80,15,"Not A PMA1 Interactor"
"26","YDL055C","PSA1","YBR031W","RPL4A","Predicted",1,80,15,"Not A PMA1 Interactor"
"35","YDL100C","GET3","YBR069C","TAT1","Predicted",1,80,15,"Not A PMA1 Interactor"
"51","YDL185W","VMA1","YBR127C","VMA2","Co-complex",1,80,15,"Not A PMA1 Interactor"
"60","YDL185W","VMA1","YBR025C","OLA1","Co-complex",1,80,15,"Not A PMA1 Interactor"
"71","YDL185W","VMA1","YBR127C","VMA2","Literature",1,80,15,"Not A PMA1 Interactor"
"100","YDR099W","BMH2","YDR062W","LCB2","Predicted",1,80,15,"Not A PMA1 Interactor"
"104","YDR099W","BMH2","YBR031W","RPL4A","Predicted",1,80,15,"Not A PMA1 Interactor"
"111","YDR190C","RVB1","YCR093W","CDC39","Predicted",1,80,15,"Not A PMA1 Interactor"
"129","YDR190C","RVB1","YBR287W","YBR287W","Predicted",1,80,15,"Not A PMA1 Interactor"
"140","YDR190C","RVB1","YDL055C","PSA1","Predicted",1,80,15,"Not A PMA1 Interactor"
"143","YDR335W","MSN5","YDL055C","PSA1","Predicted",1,80,15,"Not A PMA1 Interactor"
"158","YDR508C","GNP1","YBR069C","TAT1","Predicted",1,80,15,"Not A PMA1 Interactor"
"168","YDR508C","GNP1","YBR127C","VMA2","Predicted",1,80,15,"Not A PMA1 Interactor"
"180","YDR508C","GNP1","YDL100C","GET3","Predicted",1,80,15,"Not A PMA1 Interactor"
"190","YEL031W","SPF1","YCR012W","PGK1","Predicted",1,80,15,"Not A PMA1 Interactor"
"210","YER086W","ILV1","YDL055C","PSA1","Predicted",1,80,15,"Not A PMA1 Interactor"
"213","YER086W","ILV1","YDR190C","RVB1","Predicted",1,80,15,"Not A PMA1 Interactor"
"224","YER145C","FTR1","YEL013W","VAC8","Predicted",1,80,15,"Not A PMA1 Interactor"
"236","YFL037W","TUB2","YER086W","ILV1","Predicted",1,80,15,"Not A PMA1 Interactor"
"239","YFL037W","TUB2","YDR190C","RVB1","Predicted",1,80,15,"Not A PMA1 Interactor"
"244","YFL037W","TUB2","YDR335W","MSN5","Predicted",1,80,15,"Not A PMA1 Interactor"
"253","YFL037W","TUB2","YDL055C","PSA1","Predicted",1,80,15,"Not A PMA1 Interactor"
"255","YFL037W","TUB2","YDR062W","LCB2","Predicted",1,80,15,"Not A PMA1 Interactor"
"262","YFL037W","TUB2","YBR079C","RPG1","Predicted",1,80,15,"Not A PMA1 Interactor"
"283","YGL195W","GCN1","YDL055C","PSA1","Predicted",1,80,15,"Not A PMA1 Interactor"
"286","YGL195W","GCN1","YDR190C","RVB1","Predicted",1,80,15,"Not A PMA1 Interactor"
"287","YGL195W","GCN1","YBR025C","OLA1","Predicted",1,80,15,"Not A PMA1 Interactor"
"295","YGL195W","GCN1","YBR025C","OLA1","Co-complex",1,80,15,"Not A PMA1 Interactor"
"329","YGL195W","GCN1","YFL037W","TUB2","Predicted",1,80,15,"Not A PMA1 Interactor"
"352","YGR191W","HIP1","YBR127C","VMA2","Predicted",1,80,15,"Not A PMA1 Interactor"
"356","YGR191W","HIP1","YBR069C","TAT1","Predicted",1,80,15,"Not A PMA1 Interactor"
"372","YGR191W","HIP1","YDR508C","GNP1","Predicted",1,80,15,"Not A PMA1 Interactor"
"388","YHR005C","GPA1","YDL100C","GET3","Predicted",1,80,15,"Not A PMA1 Interactor"
"396","YHR020W","YHR020W","YEL022W","GEA2","Co-complex",1,80,15,"Not A PMA1 Interactor"
"414","YHR020W","YHR020W","YGR175C","ERG1","Co-complex",1,80,15,"Not A PMA1 Interactor"
"427","YHR064C","SSZ1","YBR069C","TAT1","Predicted",1,80,15,"Not A PMA1 Interactor"
"430","YHR064C","SSZ1","YGR191W","HIP1","Predicted",1,80,15,"PMA1 Interactor"
"437","YHR064C","SSZ1","YDR457W","TOM1","Predicted",1,80,15,"Not A PMA1 Interactor"
"446","YHR064C","SSZ1","YDR508C","GNP1","Predicted",1,80,15,"Not A PMA1 Interactor"
"456","YHR108W","GGA2","YGL195W","GCN1","Predicted",1,80,15,"Not A PMA1 Interactor"
"457","YHR108W","GGA2","YGL206C","CHC1","Literature",1,80,15,"Not A PMA1 Interactor"
"478","YHR108W","GGA2","YBR031W","RPL4A","Predicted",1,80,15,"Not A PMA1 Interactor"
"484","YHR108W","GGA2","YGL206C","CHC1","Predicted",1,80,15,"Not A PMA1 Interactor"
"489","YHR174W","ENO2","YEL031W","SPF1","Predicted",1,80,15,"Not A PMA1 Interactor"
"496","YHR174W","ENO2","YCR012W","PGK1","Predicted",1,80,15,"Not A PMA1 Interactor"
"499","YHR174W","ENO2","YCR012W","PGK1","Co-complex",1,80,15,"Not A PMA1 Interactor"
"510","YIL142W","CCT2","YDR212W","TCP1","Predicted",1,80,15,"Not A PMA1 Interactor"
"520","YIL142W","CCT2","YDR188W","CCT6","Co-complex",1,80,15,"Not A PMA1 Interactor"
"538","YJL012C","VTC4","YGR191W","HIP1","Predicted",1,80,15,"PMA1 Interactor"
"543","YJL012C","VTC4","YDR508C","GNP1","Predicted",1,80,15,"Not A PMA1 Interactor"
"548","YJL012C","VTC4","YBR069C","TAT1","Predicted",1,80,15,"Not A PMA1 Interactor"
"568","YJL130C","URA2","YDR190C","RVB1","Predicted",1,80,15,"Not A PMA1 Interactor"
"573","YJL138C","TIF2","YDR099W","BMH2","Predicted",1,80,15,"Not A PMA1 Interactor"
"578","YJL138C","TIF2","YBR025C","OLA1","Predicted",1,80,15,"Not A PMA1 Interactor"
"579","YJL138C","TIF2","YJL130C","URA2","Predicted",1,80,15,"Not A PMA1 Interactor"
"581","YJL138C","TIF2","YBR031W","RPL4A","Predicted",1,80,15,"Not A PMA1 Interactor"
"585","YJL138C","TIF2","YCR093W","CDC39","Predicted",1,80,15,"Not A PMA1 Interactor"
"588","YJL138C","TIF2","YHR064C","SSZ1","Predicted",1,80,15,"Not A PMA1 Interactor"
"589","YJL138C","TIF2","YDR129C","SAC6","Predicted",1,80,15,"Not A PMA1 Interactor"
"593","YJR045C","SSC1","YBR069C","TAT1","Predicted",1,80,15,"Not A PMA1 Interactor"
"625","YJR045C","SSC1","YDR508C","GNP1","Predicted",1,80,15,"Not A PMA1 Interactor"
"627","YJR045C","SSC1","YDL103C","QRI1","Predicted",1,80,15,"Not A PMA1 Interactor"
"639","YJR045C","SSC1","YHR174W","ENO2","Predicted",1,80,15,"Not A PMA1 Interactor"
"644","YJR045C","SSC1","YHR108W","GGA2","Predicted",1,80,15,"Not A PMA1 Interactor"
"648","YJR045C","SSC1","YBR025C","OLA1","Predicted",1,80,15,"Not A PMA1 Interactor"
"649","YJR045C","SSC1","YDR099W","BMH2","Predicted",1,80,15,"Not A PMA1 Interactor"
"657","YJR045C","SSC1","YHR064C","SSZ1","Predicted",1,80,15,"Not A PMA1 Interactor"
"662","YJR045C","SSC1","YGR191W","HIP1","Predicted",1,80,15,"PMA1 Interactor"
"690","YJR045C","SSC1","YFL037W","TUB2","Predicted",1,80,15,"Not A PMA1 Interactor"
"691","YJR045C","SSC1","YJL138C","TIF2","Predicted",1,80,15,"Not A PMA1 Interactor"
"717","YJR045C","SSC1","YGL055W","OLE1","Predicted",1,80,15,"Not A PMA1 Interactor"
"726","YJR045C","SSC1","YBR079C","RPG1","Predicted",1,80,15,"Not A PMA1 Interactor"
"727","YJR045C","SSC1","YBR287W","YBR287W","Predicted",1,80,15,"Not A PMA1 Interactor"
"739","YJR045C","SSC1","YDR141C","DOP1","Predicted",1,80,15,"Not A PMA1 Interactor"
"754","YJR045C","SSC1","YDL112W","TRM3","Predicted",1,80,15,"Not A PMA1 Interactor"
"771","YJR045C","SSC1","YER145C","FTR1","Predicted",1,80,15,"Not A PMA1 Interactor"
"795","YJR045C","SSC1","YGL195W","GCN1","Predicted",1,80,15,"Not A PMA1 Interactor"
"804","YJR045C","SSC1","YDL055C","PSA1","Predicted",1,80,15,"Not A PMA1 Interactor"
"805","YJR045C","SSC1","YGL206C","CHC1","Predicted",1,80,15,"Not A PMA1 Interactor"
"815","YJR045C","SSC1","YDR335W","MSN5","Predicted",1,80,15,"Not A PMA1 Interactor"
"839","YJR064W","CCT5","YIL142W","CCT2","Predicted",1,80,15,"Not A PMA1 Interactor"
"861","YJR064W","CCT5","YDR212W","TCP1","Predicted",1,80,15,"Not A PMA1 Interactor"
"868","YJR064W","CCT5","YJR045C","SSC1","Predicted",1,80,15,"Not A PMA1 Interactor"
"871","YJR065C","ARP3","YJR045C","SSC1","Predicted",1,80,15,"Not A PMA1 Interactor"
"899","YJR072C","NPA3","YJR045C","SSC1","Predicted",1,80,15,"Not A PMA1 Interactor"
"915","YJR109C","CPA2","YDL055C","PSA1","Predicted",1,80,15,"Not A PMA1 Interactor"
"917","YJR109C","CPA2","YJL130C","URA2","Predicted",1,80,15,"Not A PMA1 Interactor"
"931","YJR109C","CPA2","YDR190C","RVB1","Predicted",1,80,15,"Not A PMA1 Interactor"
"935","YJR109C","CPA2","YER086W","ILV1","Predicted",1,80,15,"Not A PMA1 Interactor"
"939","YJR109C","CPA2","YJL138C","TIF2","Predicted",1,80,15,"Not A PMA1 Interactor"
"954","YJR121W","ATP2","YDL185W","VMA1","Co-complex",1,80,15,"Not A PMA1 Interactor"
"956","YJR121W","ATP2","YBR039W","ATP3","Predicted",1,80,15,"Not A PMA1 Interactor"
"994","YJR121W","ATP2","YBR025C","OLA1","Co-complex",1,80,15,"Not A PMA1 Interactor"
"996","YJR121W","ATP2","YFL037W","TUB2","Predicted",1,80,15,"Not A PMA1 Interactor"
"997","YJR121W","ATP2","YBR025C","OLA1","Predicted",1,80,15,"Not A PMA1 Interactor"
"1041","YKL010C","UFD4","YJL138C","TIF2","Predicted",1,80,15,"Not A PMA1 Interactor"
"1047","YKL010C","UFD4","YJR109C","CPA2","Predicted",1,80,15,"Not A PMA1 Interactor"
"1054","YKL010C","UFD4","YJL130C","URA2","Predicted",1,80,15,"Not A PMA1 Interactor"
"1056","YKL010C","UFD4","YFL037W","TUB2","Predicted",1,80,15,"Not A PMA1 Interactor"
"1061","YKL181W","PRS1","YDL055C","PSA1","Predicted",1,80,15,"Not A PMA1 Interactor"
"1070","YKL181W","PRS1","YJR045C","SSC1","Predicted",1,80,15,"Not A PMA1 Interactor"
"1075","YKL181W","PRS1","YBR031W","RPL4A","Predicted",1,80,15,"Not A PMA1 Interactor"
"1082","YKL182W","FAS1","YDL112W","TRM3","Co-complex",1,80,15,"Not A PMA1 Interactor"
"1092","YKL182W","FAS1","YJR109C","CPA2","Predicted",1,80,15,"Not A PMA1 Interactor"
"1105","YKL182W","FAS1","YDL112W","TRM3","Predicted",1,80,15,"Not A PMA1 Interactor"
"1112","YKL182W","FAS1","YFL037W","TUB2","Predicted",1,80,15,"Not A PMA1 Interactor"
"1119","YKL182W","FAS1","YDR099W","BMH2","Predicted",1,80,15,"Not A PMA1 Interactor"
"1128","YKR059W","TIF1","YJR109C","CPA2","Predicted",1,80,15,"Not A PMA1 Interactor"
"1130","YKR059W","TIF1","YKL010C","UFD4","Predicted",1,80,15,"Not A PMA1 Interactor"
"1131","YKR059W","TIF1","YBR025C","OLA1","Predicted",1,80,15,"Not A PMA1 Interactor"
"1133","YKR059W","TIF1","YJL138C","TIF2","Predicted",1,80,15,"Not A PMA1 Interactor"
"1134","YKR059W","TIF1","YJL138C","TIF2","Co-complex",1,80,15,"Not A PMA1 Interactor"
"1136","YKR059W","TIF1","YDR099W","BMH2","Predicted",1,80,15,"Not A PMA1 Interactor"
"1147","YKR059W","TIF1","YCR093W","CDC39","Predicted",1,80,15,"Not A PMA1 Interactor"
"1148","YKR059W","TIF1","YJL130C","URA2","Predicted",1,80,15,"Not A PMA1 Interactor"
"1150","YKR059W","TIF1","YJR045C","SSC1","Predicted",1,80,15,"Not A PMA1 Interactor"
"1156","YKR059W","TIF1","YHR064C","SSZ1","Predicted",1,80,15,"Not A PMA1 Interactor"
"1160","YKR059W","TIF1","YBR031W","RPL4A","Predicted",1,80,15,"Not A PMA1 Interactor"
"1162","YKR059W","TIF1","YDR129C","SAC6","Predicted",1,80,15,"Not A PMA1 Interactor"
"1164","YKR082W","NUP133","YJR072C","NPA3","Predicted",1,80,15,"Not A PMA1 Interactor"
"1175","YKR082W","NUP133","YDR335W","MSN5","Predicted",1,80,15,"Not A PMA1 Interactor"
"1206","YLR044C","PDC1","YCR012W","PGK1","Co-complex",1,80,15,"Not A PMA1 Interactor"
"1214","YLR044C","PDC1","YHR174W","ENO2","Predicted",1,80,15,"Not A PMA1 Interactor"
"1220","YLR044C","PDC1","YKL182W","FAS1","Predicted",1,80,15,"Not A PMA1 Interactor"
"1227","YLR044C","PDC1","YKL182W","FAS1","Co-complex",1,80,15,"Not A PMA1 Interactor"
"1233","YLR044C","PDC1","YCR012W","PGK1","Predicted",1,80,15,"Not A PMA1 Interactor"
"1234","YLR044C","PDC1","YHR174W","ENO2","Co-complex",1,80,15,"Not A PMA1 Interactor"
"1236","YLR044C","PDC1","YDR508C","GNP1","Predicted",1,80,15,"Not A PMA1 Interactor"
"1238","YLR044C","PDC1","YBR069C","TAT1","Predicted",1,80,15,"Not A PMA1 Interactor"
"1239","YLR044C","PDC1","YIL142W","CCT2","Predicted",1,80,15,"Not A PMA1 Interactor"
"1249","YLR056W","ERG3","YHR190W","ERG9","Predicted",1,80,15,"Not A PMA1 Interactor"
"1250","YLR056W","ERG3","YGR175C","ERG1","Predicted",1,80,15,"Not A PMA1 Interactor"
"1270","YLR106C","MDN1","YDL055C","PSA1","Predicted",1,80,15,"Not A PMA1 Interactor"
"1275","YLR106C","MDN1","YJR109C","CPA2","Predicted",1,80,15,"Not A PMA1 Interactor"
"1292","YLR106C","MDN1","YFL037W","TUB2","Predicted",1,80,15,"Not A PMA1 Interactor"
"1296","YLR106C","MDN1","YJL130C","URA2","Predicted",1,80,15,"Not A PMA1 Interactor"
"1307","YLR153C","ACS2","YFL037W","TUB2","Predicted",1,80,15,"Not A PMA1 Interactor"
"1314","YLR153C","ACS2","YBR025C","OLA1","Predicted",1,80,15,"Not A PMA1 Interactor"
"1322","YLR153C","ACS2","YLR106C","MDN1","Predicted",1,80,15,"Not A PMA1 Interactor"
"1327","YLR153C","ACS2","YDL055C","PSA1","Predicted",1,80,15,"Not A PMA1 Interactor"
"1370","YLR347C","KAP95","YJL026W","RNR2","Predicted",1,80,15,"Not A PMA1 Interactor"
"1371","YLR347C","KAP95","YJR109C","CPA2","Predicted",1,80,15,"Not A PMA1 Interactor"
"1378","YLR347C","KAP95","YJR045C","SSC1","Predicted",1,80,15,"Not A PMA1 Interactor"
"1382","YLR347C","KAP95","YBR031W","RPL4A","Predicted",1,80,15,"Not A PMA1 Interactor"
"1387","YLR347C","KAP95","YJL130C","URA2","Predicted",1,80,15,"Not A PMA1 Interactor"
"1390","YLR378C","SEC61","YJR045C","SSC1","Predicted",1,80,15,"Not A PMA1 Interactor"
"1399","YLR447C","VMA6","YBR127C","VMA2","Predicted",1,80,15,"Not A PMA1 Interactor"
"1409","YML072C","TCB3","YER145C","FTR1","Predicted",1,80,15,"Not A PMA1 Interactor"
"1411","YML072C","TCB3","YBR031W","RPL4A","Predicted",1,80,15,"Not A PMA1 Interactor"
"1413","YML072C","TCB3","YCR012W","PGK1","Predicted",1,80,15,"Not A PMA1 Interactor"
"1432","YML072C","TCB3","YLR044C","PDC1","Predicted",1,80,15,"Not A PMA1 Interactor"
"1442","YML085C","TUB1","YFL037W","TUB2","Literature",1,80,15,"Not A PMA1 Interactor"
"1456","YML120C","NDI1","YJR045C","SSC1","Predicted",1,80,15,"Not A PMA1 Interactor"
"1460","YMR015C","ERG5","YLR056W","ERG3","Predicted",1,80,15,"Not A PMA1 Interactor"
"1482","YMR015C","ERG5","YGR175C","ERG1","Predicted",1,80,15,"Not A PMA1 Interactor"
"1488","YMR015C","ERG5","YGL055W","OLE1","Predicted",1,80,15,"Not A PMA1 Interactor"
"1505","YMR108W","ILV2","YJR045C","SSC1","Predicted",1,80,15,"Not A PMA1 Interactor"
"1515","YMR186W","HSC82","YDR457W","TOM1","Predicted",1,80,15,"Not A PMA1 Interactor"
"1519","YMR186W","HSC82","YBR079C","RPG1","Predicted",1,80,15,"Not A PMA1 Interactor"
"1526","YMR186W","HSC82","YDL100C","GET3","Predicted",1,80,15,"Not A PMA1 Interactor"
"1527","YMR186W","HSC82","YGR175C","ERG1","Predicted",1,80,15,"Not A PMA1 Interactor"
"1529","YMR186W","HSC82","YGL055W","OLE1","Predicted",1,80,15,"Not A PMA1 Interactor"
"1531","YMR186W","HSC82","YDR212W","TCP1","Predicted",1,80,15,"Not A PMA1 Interactor"
"1536","YMR186W","HSC82","YJL026W","RNR2","Predicted",1,80,15,"Not A PMA1 Interactor"
"1541","YMR186W","HSC82","YBR069C","TAT1","Predicted",1,80,15,"Not A PMA1 Interactor"
"1545","YMR186W","HSC82","YJR045C","SSC1","Predicted",1,80,15,"Not A PMA1 Interactor"
"1550","YMR186W","HSC82","YDR508C","GNP1","Predicted",1,80,15,"Not A PMA1 Interactor"
"1551","YMR186W","HSC82","YBR025C","OLA1","Predicted",1,80,15,"Not A PMA1 Interactor"
"1552","YMR186W","HSC82","YJL138C","TIF2","Co-complex",1,80,15,"Not A PMA1 Interactor"
"1554","YMR186W","HSC82","YJR072C","NPA3","Predicted",1,80,15,"Not A PMA1 Interactor"
"1564","YMR186W","HSC82","YHR108W","GGA2","Predicted",1,80,15,"Not A PMA1 Interactor"
"1571","YMR186W","HSC82","YCR012W","PGK1","Predicted",1,80,15,"Not A PMA1 Interactor"
"1575","YMR186W","HSC82","YGR191W","HIP1","Predicted",1,80,15,"PMA1 Interactor"
"1585","YMR186W","HSC82","YJR065C","ARP3","Predicted",1,80,15,"Not A PMA1 Interactor"
"1586","YMR186W","HSC82","YDR190C","RVB1","Predicted",1,80,15,"Not A PMA1 Interactor"
"1592","YMR186W","HSC82","YER086W","ILV1","Predicted",1,80,15,"Not A PMA1 Interactor"
"1594","YMR186W","HSC82","YJL138C","TIF2","Predicted",1,80,15,"Not A PMA1 Interactor"
"1598","YMR186W","HSC82","YKR059W","TIF1","Predicted",1,80,15,"Not A PMA1 Interactor"
"1613","YMR186W","HSC82","YJR064W","CCT5","Predicted",1,80,15,"Not A PMA1 Interactor"
"1621","YMR186W","HSC82","YHR005C","GPA1","Predicted",1,80,15,"Not A PMA1 Interactor"
"1628","YMR186W","HSC82","YJR121W","ATP2","Predicted",1,80,15,"Not A PMA1 Interactor"
"1629","YMR186W","HSC82","YML120C","NDI1","Predicted",1,80,15,"Not A PMA1 Interactor"
"1634","YMR186W","HSC82","YKL181W","PRS1","Predicted",1,80,15,"Not A PMA1 Interactor"
"1641","YMR186W","HSC82","YBR039W","ATP3","Predicted",1,80,15,"Not A PMA1 Interactor"
"1647","YMR186W","HSC82","YHR064C","SSZ1","Predicted",1,80,15,"Not A PMA1 Interactor"
"1649","YMR235C","RNA1","YJR109C","CPA2","Predicted",1,80,15,"Not A PMA1 Interactor"
"1660","YMR235C","RNA1","YJL130C","URA2","Predicted",1,80,15,"Not A PMA1 Interactor"
"1680","YMR235C","RNA1","YDR002W","YRB1","Predicted",1,80,15,"Not A PMA1 Interactor"
"1689","YMR241W","YHM2","YJR045C","SSC1","Predicted",1,80,15,"Not A PMA1 Interactor"
"1693","YMR296C","LCB1","YDR062W","LCB2","Co-complex",1,80,15,"Not A PMA1 Interactor"
"1694","YMR296C","LCB1","YFL037W","TUB2","Predicted",1,80,15,"Not A PMA1 Interactor"
"1721","YMR296C","LCB1","YDR062W","LCB2","Predicted",1,80,15,"Not A PMA1 Interactor"
"1748","YMR296C","LCB1","YDR062W","LCB2","Literature",1,80,15,"Not A PMA1 Interactor"
"1757","YNL297C","MON2","YDR141C","DOP1","Co-complex",1,80,15,"Not A PMA1 Interactor"
"1768","YNR013C","PHO91","YJR045C","SSC1","Predicted",1,80,15,"Not A PMA1 Interactor"
"1775","YNR038W","DBP6","YMR186W","HSC82","Predicted",1,80,15,"Not A PMA1 Interactor"
"1776","YNR038W","DBP6","YJR045C","SSC1","Predicted",1,80,15,"Not A PMA1 Interactor"
"1790","YOL061W","PRS5","YJR045C","SSC1","Predicted",1,80,15,"Not A PMA1 Interactor"
"1797","YOL061W","PRS5","YBR031W","RPL4A","Predicted",1,80,15,"Not A PMA1 Interactor"
"1800","YOL061W","PRS5","YKL181W","PRS1","Predicted",1,80,15,"Not A PMA1 Interactor"
"1810","YOL061W","PRS5","YMR186W","HSC82","Predicted",1,80,15,"Not A PMA1 Interactor"
"1811","YOR136W","IDH2","YJL130C","URA2","Predicted",1,80,15,"Not A PMA1 Interactor"
"1814","YOR136W","IDH2","YGL195W","GCN1","Co-complex",1,80,15,"Not A PMA1 Interactor"
"1823","YOR136W","IDH2","YJR109C","CPA2","Predicted",1,80,15,"Not A PMA1 Interactor"
"1835","YOR136W","IDH2","YGL195W","GCN1","Predicted",1,80,15,"Not A PMA1 Interactor"
"1850","YOR136W","IDH2","YMR186W","HSC82","Predicted",1,80,15,"Not A PMA1 Interactor"
"1852","YOR136W","IDH2","YDR190C","RVB1","Predicted",1,80,15,"Not A PMA1 Interactor"
